Titration Data Only,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-24.8,,,,18.9,,,,,,
,2,,,-24.8,,,,18.9,,,0.0,,,
,3,,,-24.8,,,,18.9,,,0.0,,,
,4,,,-24.8,,,,18.9,,,0.0,,,
,5,,,-24.8,,,,18.9,,,0.0,,,
,6,,,-24.8,,,,18.9,,,0.0,,,
,7,,,-24.8,,,,18.9,,,0.0,,,
,8,,,-24.9,,,,18.9,,,-0.1,,,
,9,,,-24.9,,,,18.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-25.0,,,,18.9,,,,,
,1,0.0010,,,-25.1,,0.0010,,18.9,-0.1,,,,
,2,0.0050,,,-25.0,,0.0040,,18.9,0.1,,,,
,3,0.0110,,,-24.4,,0.0060,,18.9,0.6,,,,
,4,0.0200,,,-22.7,,0.0090,,18.9,1.7,,,,
,5,0.0340,,,-18.7,,0.0140,,18.9,4.0,,,,
,6,0.0550,,,-12.6,,0.0210,,18.9,6.1,,,,
,7,0.0800,,,-4.1,,0.0250,,18.9,8.5,,,,
,8,0.1145,,,6.6,,0.0345,,18.9,10.7,,,,
,9,0.1565,,,18.3,,0.0420,,18.9,11.7,,,,
,10,0.2085,,,30.1,,0.0520,,18.9,11.8,,,,
,11,0.2715,,,41.7,,0.0630,,18.9,11.6,,,,
,12,0.3470,,,54.7,,0.0755,,18.9,13.0,,,,
,13,0.4255,,,67.8,,0.0785,,18.9,13.1,,,,
,14,0.5250,,,81.1,,0.0995,,19.0,13.3,,,,
,15,0.6380,,,95.4,,0.1130,,19.0,14.3,,,,
,16,0.6970,,,109.9,,0.0590,,19.0,14.5,,,,
,17,0.7065,,,111.1,,0.0095,,19.0,1.2,,,,
,18,0.7185,,,108.8,,0.0120,,19.0,-2.3,,,,
,19,0.7325,,,109.4,,0.0140,,19.0,0.6,,,,
,20,0.7540,,,112.3,,0.0215,,19.0,2.9,,,,
,21,0.7805,,,117.7,,0.0265,,19.0,5.4,,,,
,22,0.8095,,,125.5,,0.0290,,19.0,7.8,,,,
,23,0.8370,,,132.4,,0.0275,,19.0,6.9,,,,
,24,0.8610,,,139.1,,0.0240,,19.0,6.7,,,,
,25,0.8755,,,145.2,,0.0145,,19.0,6.1,,,,
,26,0.8895,,,150.0,,0.0140,,19.0,4.8,,,,
,27,0.9030,,,154.1,,0.0135,,19.0,4.1,,,,
,28,0.9175,,,158.3,,0.0145,,19.0,4.2,,,,
,29,0.9315,,,162.4,,0.0140,,19.0,4.1,,,,
,30,0.9425,,,165.6,,0.0110,,19.0,3.2,,,,
,31,0.9505,,,168.3,,0.0080,,19.0,2.7,,,,
,32,0.9595,,,170.5,,0.0090,,19.0,2.2,,,,
,33,0.9690,,,172.4,,0.0095,,19.0,1.9,,,,
,34,0.9800,,,174.5,,0.0110,,19.0,2.1,,,,
,35,0.9910,,,176.3,,0.0110,,19.0,1.8,,,,
,36,1.0010,,,178.2,,0.0100,,19.0,1.9,,,,
,37,1.0090,,,180.0,,0.0080,,19.0,1.8,,,,
,38,1.0140,,,181.2,,0.0050,,19.0,1.2,,,,
,39,1.0190,,,182.0,,0.0050,,19.0,0.8,,,,
,40,1.0260,,,182.9,,0.0070,,19.0,0.9,,,,
,41,1.0335,,,183.9,,0.0075,,19.0,1.0,,,,
,42,1.0400,,,184.8,,0.0065,,19.0,0.9,,,,
,43,1.0455,,,185.7,,0.0055,,19.0,0.9,,,,
,44,1.0495,,,186.4,,0.0040,,19.0,0.7,,,,
,45,1.0530,,,186.8,,0.0035,,19.0,0.4,,,,
,46,1.0575,,,187.4,,0.0045,,19.0,0.6,,,,
,47,1.0625,,,187.9,,0.0050,,19.0,0.5,,,,
,48,1.0665,,,188.5,,0.0040,,19.0,0.6,,,,
,49,1.0695,,,188.8,,0.0030,,19.0,0.3,,,,
,50,1.0720,,,189.1,,0.0025,,19.0,0.3,,,,
,51,1.0750,,,189.4,,0.0030,,19.0,0.3,,,,
,52,1.0775,,,189.7,,0.0025,,19.0,0.3,,,,
,53,1.0805,,,190.0,,0.0030,,19.0,0.3,,,,
,54,1.0830,,,190.1,,0.0025,,19.0,0.1,,,,
,55,1.0855,,,190.4,,0.0025,,19.0,0.3,,,,
,56,1.0880,,,190.6,,0.0025,,19.0,0.2,,,,
,57,1.0895,,,190.9,,0.0015,,19.0,0.3,,,,
,58,1.0920,,,191.1,,0.0025,,19.0,0.2,,,,
,59,1.0940,,,191.3,,0.0020,,19.0,0.2,,,,
,60,1.0955,,,191.5,,0.0015,,19.0,0.2,,,,
,61,1.0965,,,191.5,,0.0010,,19.0,0.0,,,,
,62,1.1005,,,191.7,,0.0040,,19.0,0.2,,,,
,63,1.1020,,,192.0,,0.0015,,19.0,0.3,,,,
,,1.1020,,,192.0,,,,,,,,,EP
,64,1.1025,,,192.2,,0.0005,,19.0,0.2,,,,
,65,1.1025,,,192.2,,0.0000,,19.0,0.0,,,,
,66,1.1025,,,192.2,,0.0000,,19.0,0.0,,,,
,66,1.1025,,,192.1,,0.0000,,19.0,-0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,184.6,,,,19.3,,,,,
,3,0.0200,,,187.2,,0.0200,,19.4,2.6,,,,
,6,0.0400,,,190.0,,0.0200,,19.4,2.8,,,,
,9,0.0600,,,192.7,,0.0200,,19.4,2.7,,,,
,12,0.0800,,,195.2,,0.0200,,19.4,2.5,,,,
,15,0.1000,,,197.4,,0.0200,,19.4,2.2,,,109.59,
,18,0.1200,,,199.5,,0.0200,,19.4,2.1,,,98.33,
,21,0.1400,,,201.4,,0.0200,,19.4,1.9,,,90.02,
,24,0.1600,,,203.1,,0.0200,,19.4,1.7,,,84.07,
,27,0.1800,,,204.7,,0.0200,,19.4,1.6,,,79.34,
,30,0.2000,,,206.2,,0.0200,,19.4,1.5,,,75.11,
,33,0.2200,,,207.8,,0.0200,,19.4,1.6,,,72.49,
,36,0.2400,,,209.2,,0.0200,,19.4,1.4,,,69.72,
,39,0.2600,,,210.5,,0.0200,,19.4,1.3,,,66.51,
,42,0.2800,,,211.8,,0.0200,,19.4,1.3,,,62.78,
,45,0.3000,,,213.1,,0.0200,,19.4,1.3,,,58.91,
,48,0.3200,,,214.2,,0.0200,,19.4,1.1,,,56.21,
,51,0.3400,,,215.3,,0.0200,,19.4,1.1,,,53.22,
,54,0.3600,,,216.3,,0.0200,,19.4,1.0,,,50.41,
,58,0.3800,,,217.3,,0.0200,,19.4,1.0,,,48.71,
,60,0.4000,,,218.3,,0.0200,,19.4,1.0,,,47.21,
,64,0.4200,,,219.2,,0.0200,,19.4,0.9,,,45.70,
,66,0.4400,,,220.1,,0.0200,,19.4,0.9,,,44.51,
,70,0.4600,,,221.0,,0.0200,,19.4,0.9,,,43.49,
,72,0.4800,,,221.8,,0.0200,,19.4,0.8,,,42.51,
,76,0.5000,,,222.7,,0.0200,,19.4,0.9,,,41.29,
,78,0.5200,,,223.5,,0.0200,,19.4,0.8,,,39.49,
,82,0.5400,,,224.3,,0.0200,,19.4,0.8,,,38.01,
,85,0.5600,,,225.0,,0.0200,,19.4,0.7,,,36.21,
,88,0.5800,,,225.7,,0.0200,,19.4,0.7,,,34.70,
,91,0.6000,,,226.4,,0.0200,,19.4,0.7,,,33.71,
,94,0.6200,,,227.1,,0.0200,,19.4,0.7,,,33.20,
,97,0.6400,,,227.7,,0.0200,,19.4,0.6,,,33.01,
,100,0.6600,,,228.4,,0.0200,,19.4,0.7,,,32.79,
,103,0.6800,,,229.0,,0.0200,,19.4,0.6,,,32.29,
,106,0.7000,,,229.7,,0.0200,,19.4,0.7,,,31.00,
,109,0.7200,,,230.3,,0.0200,,19.4,0.6,,,29.77,
,112,0.7400,,,230.9,,0.0200,,19.4,0.6,,,27.94,
,115,0.7600,,,231.4,,0.0200,,19.4,0.5,,,27.20,
,118,0.7800,,,231.9,,0.0200,,19.4,0.5,,,26.72,
,121,0.8000,,,232.5,,0.0200,,19.4,0.6,,,26.99,
,124,0.8200,,,233.0,,0.0200,,19.4,0.5,,,27.29,
,127,0.8400,,,233.6,,0.0200,,19.4,0.6,,,26.80,
,130,0.8600,,,234.1,,0.0200,,19.4,0.5,,,25.48,
,133,0.8800,,,234.6,,0.0200,,19.4,0.5,,,24.51,
,136,0.9000,,,235.1,,0.0200,,19.4,0.5,,,23.71,
,139,0.9200,,,235.5,,0.0200,,19.4,0.4,,,23.20,
,142,0.9400,,,236.0,,0.0200,,19.4,0.5,,,23.01,
,145,0.9600,,,236.5,,0.0200,,19.4,0.5,,,22.98,
,148,0.9800,,,236.9,,0.0200,,19.4,0.4,,,23.02,
,151,1.0000,,,237.4,,0.0200,,19.4,0.5,,,22.50,
,154,1.0200,,,237.8,,0.0200,,19.4,0.4,,,21.98,
,157,1.0400,,,238.3,,0.0200,,19.4,0.5,,,22.02,
,160,1.0600,,,238.7,,0.0200,,19.4,0.4,,,21.99,
,163,1.0800,,,239.1,,0.0200,,19.4,0.4,,,21.51,
,166,1.1000,,,239.6,,0.0200,,19.4,0.5,,,21.57,
,169,1.1200,,,240.0,,0.0200,,19.4,0.4,,,20.71,
,172,1.1400,,,240.4,,0.0200,,19.4,0.4,,,20.00,
,175,1.1600,,,240.8,,0.0200,,19.4,0.4,,,19.29,
,178,1.1800,,,241.2,,0.0200,,19.4,0.4,,,18.43,
,181,1.2000,,,241.5,,0.0200,,19.5,0.3,,,18.20,
,184,1.2200,,,241.9,,0.0200,,19.5,0.4,,,18.29,
,187,1.2400,,,242.3,,0.0200,,19.5,0.4,,,18.50,
,190,1.2600,,,242.6,,0.0200,,19.5,0.3,,,,
,193,1.2800,,,243.0,,0.0200,,19.5,0.4,,,,
,196,1.3000,,,243.4,,0.0200,,19.5,0.4,,,,
,199,1.3200,,,243.7,,0.0200,,19.5,0.3,,,,
,202,1.3400,,,244.0,,0.0200,,19.5,0.3,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 2/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 2/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-54.3,,,,20.1,,,,,,
,2,,,-54.3,,,,20.1,,,0.0,,,
,3,,,-54.3,,,,20.1,,,0.0,,,
,4,,,-54.4,,,,20.1,,,-0.1,,,
,5,,,-54.3,,,,20.1,,,0.1,,,
,6,,,-54.4,,,,20.1,,,-0.1,,,
,7,,,-54.4,,,,20.1,,,0.0,,,
,8,,,-54.4,,,,20.1,,,0.0,,,
,9,,,-54.4,,,,20.1,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 2/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 2/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-54.4,,,,20.1,,,,,
,1,0.0010,,,-54.4,,0.0010,,20.1,0.0,,,,
,2,0.0050,,,-54.4,,0.0040,,20.1,0.0,,,,
,3,0.0110,,,-54.2,,0.0060,,20.1,0.2,,,,
,4,0.0200,,,-53.3,,0.0090,,20.1,0.9,,,,
,5,0.0345,,,-51.5,,0.0145,,20.1,1.8,,,,
,6,0.0555,,,-48.4,,0.0210,,20.1,3.1,,,,
,7,0.0805,,,-44.1,,0.0250,,20.1,4.3,,,,
,8,0.1145,,,-36.9,,0.0340,,20.1,7.2,,,,
,9,0.1570,,,-27.9,,0.0425,,20.1,9.0,,,,
,10,0.2085,,,-17.7,,0.0515,,20.1,10.2,,,,
,11,0.2710,,,-7.2,,0.0625,,20.1,10.5,,,,
,12,0.3450,,,2.1,,0.0740,,20.1,9.3,,,,
,13,0.4215,,,13.6,,0.0765,,20.1,11.5,,,,
,14,0.5205,,,25.8,,0.0990,,20.1,12.2,,,,
,15,0.6320,,,38.5,,0.1115,,20.1,12.7,,,,
,16,0.7570,,,49.4,,0.1250,,20.1,10.9,,,,
,17,0.8940,,,69.4,,0.1370,,20.1,20.0,,,,
,18,1.0430,,,89.8,,0.1490,,20.1,20.4,,,,
,19,1.1045,,,106.5,,0.0615,,20.1,16.7,,,,
,20,1.1065,,,104.3,,0.0020,,20.1,-2.2,,,,
,21,1.1100,,,102.0,,0.0035,,20.1,-2.3,,,,
,22,1.1155,,,102.9,,0.0055,,20.1,0.9,,,,
,23,1.1235,,,105.3,,0.0080,,20.1,2.4,,,,
,24,1.1355,,,108.8,,0.0120,,20.1,3.5,,,,
,25,1.1495,,,112.8,,0.0140,,20.1,4.0,,,,
,26,1.1685,,,117.3,,0.0190,,20.1,4.5,,,,
,27,1.1900,,,123.2,,0.0215,,20.1,5.9,,,,
,28,1.2140,,,130.0,,0.0240,,20.1,6.8,,,,
,29,1.2360,,,139.0,,0.0220,,20.1,9.0,,,,
,30,1.2470,,,144.5,,0.0110,,20.1,5.5,,,,
,31,1.2545,,,147.5,,0.0075,,20.1,3.0,,,,
,32,1.2645,,,151.1,,0.0100,,20.1,3.6,,,,
,33,1.2760,,,155.6,,0.0115,,20.1,4.5,,,,
,34,1.2875,,,159.5,,0.0115,,20.1,3.9,,,,
,35,1.2980,,,164.3,,0.0105,,20.1,4.8,,,,
,36,1.3040,,,166.8,,0.0060,,20.1,2.5,,,,
,37,1.3085,,,168.4,,0.0045,,20.1,1.6,,,,
,38,1.3145,,,170.2,,0.0060,,20.1,1.8,,,,
,39,1.3225,,,172.1,,0.0080,,20.1,1.9,,,,
,40,1.3320,,,174.3,,0.0095,,20.1,2.2,,,,
,41,1.3410,,,176.6,,0.0090,,20.1,2.3,,,,
,42,1.3475,,,178.4,,0.0065,,20.1,1.8,,,,
,43,1.3520,,,179.6,,0.0045,,20.1,1.2,,,,
,44,1.3570,,,180.7,,0.0050,,20.1,1.1,,,,
,45,1.3630,,,181.6,,0.0060,,20.1,0.9,,,,
,46,1.3695,,,182.7,,0.0065,,20.1,1.1,,,,
,47,1.3770,,,183.8,,0.0075,,20.1,1.1,,,,
,48,1.3820,,,184.9,,0.0050,,20.1,1.1,,,,
,49,1.3850,,,185.6,,0.0030,,20.1,0.7,,,,
,50,1.3880,,,186.2,,0.0030,,20.1,0.6,,,,
,51,1.3910,,,186.7,,0.0030,,20.1,0.5,,,,
,52,1.3950,,,187.1,,0.0040,,20.1,0.4,,,,
,53,1.4000,,,187.9,,0.0050,,20.1,0.8,,,,
,54,1.4030,,,188.5,,0.0030,,20.1,0.6,,,,
,55,1.4050,,,188.8,,0.0020,,20.1,0.3,,,,
,56,1.4075,,,189.3,,0.0025,,20.1,0.5,,,,
,57,1.4095,,,189.7,,0.0020,,20.1,0.4,,,,
,58,1.4120,,,190.1,,0.0025,,20.1,0.4,,,,
,59,1.4145,,,190.4,,0.0025,,20.1,0.3,,,,
,60,1.4155,,,190.7,,0.0010,,20.1,0.3,,,,
,61,1.4155,,,190.9,,0.0000,,20.1,0.2,,,,
,62,1.4180,,,191.1,,0.0025,,20.1,0.2,,,,
,63,1.4190,,,191.3,,0.0010,,20.1,0.2,,,,
,64,1.4205,,,191.4,,0.0015,,20.1,0.1,,,,
,65,1.4230,,,191.5,,0.0025,,20.1,0.1,,,,
,66,1.4235,,,192.0,,0.0005,,20.1,0.5,,,,
,,1.4235,,,192.0,,,,,,,,,EP
,67,1.4240,,,192.1,,0.0005,,20.1,0.1,,,,
,68,1.4240,,,192.3,,0.0000,,20.1,0.2,,,,
,69,1.4240,,,192.3,,0.0000,,20.1,0.0,,,,
,70,1.4240,,,192.2,,0.0000,,20.1,-0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 2/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 2/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.2,,,,,
,3,0.0200,,,194.7,,0.0200,,20.2,2.0,,,,
,6,0.0400,,,196.9,,0.0200,,20.2,2.2,,,,
,9,0.0600,,,199.1,,0.0200,,20.2,2.2,,,,
,12,0.0800,,,201.1,,0.0200,,20.2,2.0,,,,
,15,0.1000,,,203.0,,0.0200,,20.2,1.9,,,90.58,
,18,0.1200,,,204.7,,0.0200,,20.2,1.7,,,82.41,
,21,0.1400,,,206.3,,0.0200,,20.2,1.6,,,76.35,
,24,0.1600,,,207.7,,0.0200,,20.2,1.4,,,71.84,
,27,0.1800,,,209.1,,0.0200,,20.2,1.4,,,68.41,
,30,0.2000,,,210.5,,0.0200,,20.2,1.4,,,65.70,
,33,0.2200,,,211.8,,0.0200,,20.2,1.3,,,62.92,
,36,0.2400,,,213.0,,0.0200,,20.2,1.2,,,60.80,
,39,0.2600,,,214.2,,0.0200,,20.2,1.2,,,58.01,
,42,0.2800,,,215.3,,0.0200,,20.2,1.1,,,55.20,
,45,0.3000,,,216.4,,0.0200,,20.2,1.1,,,52.79,
,48,0.3200,,,217.5,,0.0200,,20.2,1.1,,,49.71,
,51,0.3400,,,218.4,,0.0200,,20.2,0.9,,,46.92,
,54,0.3600,,,219.3,,0.0200,,20.2,0.9,,,44.43,
,57,0.3800,,,220.2,,0.0200,,20.2,0.9,,,43.19,
,60,0.4000,,,221.0,,0.0200,,20.2,0.8,,,42.43,
,63,0.4200,,,221.9,,0.0200,,20.2,0.9,,,42.28,
,66,0.4400,,,222.7,,0.0200,,20.2,0.8,,,41.29,
,69,0.4600,,,223.6,,0.0200,,20.2,0.9,,,40.01,
,72,0.4800,,,224.3,,0.0200,,20.2,0.7,,,38.78,
,76,0.5000,,,225.1,,0.0200,,20.2,0.8,,,36.73,
,78,0.5200,,,225.8,,0.0200,,20.2,0.7,,,35.19,
,82,0.5400,,,226.5,,0.0200,,20.2,0.7,,,34.51,
,85,0.5600,,,227.2,,0.0200,,20.2,0.7,,,33.72,
,88,0.5800,,,227.8,,0.0200,,20.2,0.6,,,32.69,
,91,0.6000,,,228.5,,0.0200,,20.2,0.7,,,32.59,
,94,0.6200,,,229.2,,0.0200,,20.2,0.7,,,31.71,
,97,0.6400,,,229.7,,0.0200,,20.2,0.5,,,30.71,
,100,0.6600,,,230.4,,0.0200,,20.2,0.7,,,30.38,
,103,0.6800,,,231.0,,0.0200,,20.2,0.6,,,28.92,
,106,0.7000,,,231.5,,0.0200,,20.2,0.5,,,28.21,
,109,0.7200,,,232.1,,0.0200,,20.2,0.6,,,27.58,
,112,0.7400,,,232.7,,0.0200,,20.2,0.6,,,26.41,
,115,0.7600,,,233.1,,0.0200,,20.2,0.4,,,26.22,
,118,0.7800,,,233.7,,0.0200,,20.2,0.6,,,26.08,
,121,0.8000,,,234.2,,0.0200,,20.2,0.5,,,25.20,
,124,0.8200,,,234.7,,0.0200,,20.2,0.5,,,24.71,
,127,0.8400,,,235.2,,0.0200,,20.2,0.5,,,24.29,
,130,0.8600,,,235.7,,0.0200,,20.2,0.5,,,23.71,
,133,0.8800,,,236.1,,0.0200,,20.2,0.4,,,24.01,
,136,0.9000,,,236.6,,0.0200,,20.2,0.5,,,23.79,
,139,0.9200,,,237.1,,0.0200,,20.2,0.5,,,23.28,
,142,0.9400,,,237.6,,0.0200,,20.2,0.5,,,22.21,
,145,0.9600,,,238.0,,0.0200,,20.3,0.4,,,21.50,
,148,0.9800,,,238.4,,0.0200,,20.3,0.4,,,20.72,
,151,1.0000,,,238.8,,0.0200,,20.3,0.4,,,20.70,
,154,1.0200,,,239.2,,0.0200,,20.3,0.4,,,21.00,
,157,1.0400,,,239.7,,0.0200,,20.3,0.5,,,21.58,
,160,1.0600,,,240.1,,0.0200,,20.3,0.4,,,21.01,
,163,1.0800,,,240.5,,0.0200,,20.3,0.4,,,20.00,
,166,1.1000,,,240.9,,0.0200,,20.3,0.4,,,19.29,
,169,1.1200,,,241.3,,0.0200,,20.3,0.4,,,18.43,
,172,1.1400,,,241.6,,0.0200,,20.3,0.3,,,18.49,
,175,1.1600,,,242.0,,0.0200,,20.3,0.4,,,18.01,
,178,1.1800,,,242.4,,0.0200,,20.3,0.4,,,17.69,
,181,1.2000,,,242.7,,0.0200,,20.3,0.3,,,,
,184,1.2200,,,243.1,,0.0200,,20.3,0.4,,,,
,187,1.2400,,,243.4,,0.0200,,20.3,0.3,,,,
,190,1.2600,,,243.8,,0.0200,,20.3,0.4,,,,
,193,1.2800,,,244.2,,0.0200,,20.3,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 3/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-54.6,,,,20.0,,,,,,
,2,,,-54.7,,,,20.0,,,-0.1,,,
,3,,,-54.7,,,,20.0,,,0.0,,,
,4,,,-54.6,,,,20.0,,,0.1,,,
,5,,,-54.7,,,,20.0,,,-0.1,,,
,6,,,-54.7,,,,20.0,,,0.0,,,
,7,,,-54.7,,,,20.0,,,0.0,,,
,8,,,-54.7,,,,20.0,,,0.0,,,
,9,,,-54.7,,,,20.0,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 3/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-54.7,,,,20.0,,,,,
,1,0.0010,,,-54.7,,0.0010,,20.0,0.0,,,,
,2,0.0050,,,-54.7,,0.0040,,20.0,0.0,,,,
,3,0.0110,,,-54.4,,0.0060,,20.0,0.3,,,,
,4,0.0200,,,-53.5,,0.0090,,20.0,0.9,,,,
,5,0.0345,,,-51.7,,0.0145,,20.0,1.8,,,,
,6,0.0555,,,-48.3,,0.0210,,20.0,3.4,,,,
,7,0.0805,,,-43.8,,0.0250,,20.0,4.5,,,,
,8,0.1145,,,-35.9,,0.0340,,20.0,7.9,,,,
,9,0.1570,,,-25.7,,0.0425,,20.0,10.2,,,,
,10,0.2095,,,-14.3,,0.0525,,20.0,11.4,,,,
,11,0.2725,,,-3.0,,0.0630,,20.0,11.3,,,,
,12,0.3480,,,9.4,,0.0755,,20.0,12.4,,,,
,13,0.4260,,,19.8,,0.0780,,20.0,10.4,,,,
,14,0.5255,,,32.1,,0.0995,,20.0,12.3,,,,
,15,0.6385,,,45.0,,0.1130,,20.0,12.9,,,,
,16,0.7655,,,59.9,,0.1270,,20.0,14.9,,,,
,17,0.9035,,,78.1,,0.1380,,20.0,18.2,,,,
,18,1.0475,,,97.3,,0.1440,,20.0,19.2,,,,
,19,1.0575,,,107.8,,0.0100,,20.0,10.5,,,,
,20,1.0605,,,101.2,,0.0030,,20.0,-6.6,,,,
,21,1.0640,,,99.9,,0.0035,,20.0,-1.3,,,,
,22,1.0700,,,100.8,,0.0060,,20.0,0.9,,,,
,23,1.0790,,,103.1,,0.0090,,20.0,2.3,,,,
,24,1.0915,,,106.6,,0.0125,,20.0,3.5,,,,
,25,1.1065,,,111.3,,0.0150,,20.0,4.7,,,,
,26,1.1260,,,117.4,,0.0195,,20.0,6.1,,,,
,27,1.1475,,,124.0,,0.0215,,20.0,6.6,,,,
,28,1.1705,,,129.9,,0.0230,,20.0,5.9,,,,
,29,1.1940,,,138.8,,0.0235,,20.0,8.9,,,,
,30,1.2070,,,143.5,,0.0130,,20.0,4.7,,,,
,31,1.2165,,,148.4,,0.0095,,20.0,4.9,,,,
,32,1.2270,,,151.7,,0.0105,,20.0,3.3,,,,
,33,1.2390,,,155.9,,0.0120,,20.0,4.2,,,,
,34,1.2515,,,160.9,,0.0125,,20.0,5.0,,,,
,35,1.2595,,,164.6,,0.0080,,20.0,3.7,,,,
,36,1.2650,,,166.9,,0.0055,,20.0,2.3,,,,
,37,1.2705,,,168.7,,0.0055,,20.0,1.8,,,,
,38,1.2780,,,170.6,,0.0075,,20.0,1.9,,,,
,39,1.2870,,,173.2,,0.0090,,20.0,2.6,,,,
,40,1.2945,,,175.2,,0.0075,,20.0,2.0,,,,
,41,1.3020,,,176.9,,0.0075,,20.0,1.7,,,,
,42,1.3095,,,179.1,,0.0075,,20.0,2.2,,,,
,43,1.3140,,,180.3,,0.0045,,20.0,1.2,,,,
,44,1.3185,,,181.5,,0.0045,,20.0,1.2,,,,
,45,1.3235,,,182.4,,0.0050,,20.0,0.9,,,,
,46,1.3285,,,183.4,,0.0050,,20.0,1.0,,,,
,47,1.3340,,,184.4,,0.0055,,20.0,1.0,,,,
,48,1.3390,,,185.5,,0.0050,,20.0,1.1,,,,
,49,1.3415,,,186.1,,0.0025,,20.0,0.6,,,,
,50,1.3440,,,186.7,,0.0025,,20.0,0.6,,,,
,51,1.3470,,,187.2,,0.0030,,20.0,0.5,,,,
,52,1.3505,,,187.6,,0.0035,,20.0,0.4,,,,
,53,1.3545,,,188.1,,0.0040,,20.0,0.5,,,,
,54,1.3575,,,188.7,,0.0030,,20.0,0.6,,,,
,55,1.3600,,,189.1,,0.0025,,20.0,0.4,,,,
,56,1.3615,,,189.5,,0.0015,,20.0,0.4,,,,
,57,1.3640,,,189.8,,0.0025,,20.0,0.3,,,,
,58,1.3665,,,190.2,,0.0025,,20.0,0.4,,,,
,59,1.3680,,,190.4,,0.0015,,20.0,0.2,,,,
,60,1.3695,,,190.7,,0.0015,,20.0,0.3,,,,
,61,1.3705,,,190.9,,0.0010,,20.0,0.2,,,,
,62,1.3725,,,191.1,,0.0020,,20.0,0.2,,,,
,63,1.3745,,,191.4,,0.0020,,20.0,0.3,,,,
,64,1.3750,,,191.6,,0.0005,,20.0,0.2,,,,
,65,1.3770,,,191.7,,0.0020,,20.0,0.1,,,,
,66,1.3780,,,192.0,,0.0010,,20.0,0.3,,,,
,,1.3780,,,192.0,,,,,,,,,EP
,67,1.3790,,,192.1,,0.0010,,20.0,0.1,,,,
,68,1.3790,,,192.2,,0.0000,,20.0,0.1,,,,
,69,1.3790,,,192.3,,0.0000,,20.0,0.1,,,,
,69,1.3790,,,192.4,,0.0000,,20.0,0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 3/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.2,,,,,
,3,0.0200,,,194.8,,0.0200,,20.2,2.1,,,,
,6,0.0400,,,197.1,,0.0200,,20.2,2.3,,,,
,9,0.0600,,,199.3,,0.0200,,20.2,2.2,,,,
,12,0.0800,,,201.3,,0.0200,,20.2,2.0,,,,
,15,0.1000,,,203.2,,0.0200,,20.2,1.9,,,92.37,
,18,0.1200,,,205.0,,0.0200,,20.2,1.8,,,84.41,
,21,0.1400,,,206.6,,0.0200,,20.2,1.6,,,77.83,
