====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/26 04:37:14 11.33  37345  27595 36.2388 24.27  23.62   1.377   0.953  7.83   -66.0   2.4   0.6    30.0   92.3   8.70    12.4
2019/12/26 04:43:14 11.33  37357  27601 36.2305 24.28  23.63   1.710   1.183  7.83   -66.0   3.5   0.8    30.2   92.4   8.71    12.4
2019/12/26 04:49:14 11.34  37405  27643 36.1761 24.31  23.67   1.862   1.288  7.83   -66.0   1.9   0.4    29.2   92.3   8.70    12.4
2019/12/26 04:55:14 11.33  37418  27650 36.1665 24.32  23.67   2.059   1.425  7.83   -66.0   1.7   0.4    27.0   92.4   8.70    12.3
2019/12/26 05:01:13 11.33  37433  27660 36.1537 24.33  23.68   1.851   1.281  7.83   -66.1   2.3   0.5    28.4   92.4   8.71    12.4
2019/12/26 05:07:13 11.34  37439  27668 36.1429 24.34  23.69   1.926   1.333  7.83   -66.1   1.9   0.4    26.6   92.4   8.70    12.4
2019/12/26 05:13:13 11.33  37451  27674 36.1346 24.34  23.70   1.975   1.367  7.82   -65.7   1.9   0.4    31.1   92.4   8.70    12.4
2019/12/26 05:19:14 11.33  37462  27683 36.1237 24.35  23.70   2.045   1.415  7.82   -65.7   2.0   0.5    30.9   92.4   8.70    12.5
2019/12/26 05:25:14 11.33  37456  27675 36.1333 24.35  23.70   2.179   1.508  7.83   -66.0   2.4   0.5    33.2   92.4   8.70    12.5
2019/12/26 05:31:14 11.33  37461  27678 36.1301 24.35  23.70   2.134   1.477  7.83   -66.0   2.8   0.6    30.8   92.4   8.71    12.5
2019/12/26 05:37:14 11.33  37477  27689 36.1148 24.36  23.72   2.191   1.516  7.83   -66.0   1.8   0.4    30.5   92.3   8.70    12.3
2019/12/26 05:43:14 11.32  37506  27706 36.0932 24.38  23.73   2.247   1.555  7.83   -66.0   1.6   0.4    25.3   92.3   8.69    12.5
2019/12/26 05:49:14 11.32  37519  27713 36.0837 24.39  23.74   2.293   1.587  7.83   -66.0   1.8   0.4    22.2   92.2   8.69    12.4
2019/12/26 05:55:14 11.52  39527  29349 34.0731 25.69  25.15   2.341   1.618  7.83   -66.5   2.7   0.6    32.2   92.2   8.58    12.5
2019/12/26 06:01:14 11.69  41440  30907 32.3549 26.94  26.51   2.403   1.659  7.85   -67.3   1.5   0.4    34.8   92.1   8.46    12.5
2019/12/26 06:07:14 11.73  41817  31215 32.0360 27.18  26.78   2.436   1.682  7.85   -67.6   2.0   0.5    29.6   92.2   8.45    12.5
2019/12/26 06:13:14 11.76  42382  31665 31.5811 27.55  27.18   2.477   1.709  7.85   -67.7   1.7   0.4    29.5   92.2   8.42    12.4
2019/12/26 06:19:14 11.73  42042  31390 31.8576 27.33  26.93   2.542   1.755  7.85   -67.6   1.7   0.4    35.0   92.1   8.43    12.5
2019/12/26 06:25:14 11.58  40391  30037 33.2927 26.25  25.76   2.590   1.789  7.84   -67.1   2.3   0.5    25.0   92.1   8.52    12.4
2019/12/26 06:31:14 11.63  40961  30498 32.7890 26.62  26.17   2.656   1.834  7.85   -67.2   2.1   0.5    21.3   92.1   8.49    12.5
2019/12/26 06:37:14 11.68  41656  31061 32.1952 27.08  26.66   2.695   1.861  7.85   -67.4   1.7   0.4    20.0   92.1   8.46    12.4
2019/12/26 06:43:14 11.63  41045  30562 32.7209 26.68  26.23   2.728   1.884  7.85   -67.2   2.4   0.6    21.2   92.0   8.48    12.4
2019/12/26 06:49:14 11.63  41142  30637 32.6400 26.74  26.29   2.762   1.908  7.85   -67.3   1.1   0.3    19.1   92.1   8.48    12.4
2019/12/26 06:55:14 11.70  41809  31187 32.0651 27.18  26.77   2.783   1.921  7.85   -67.4   1.3   0.3    20.8   92.1   8.45    12.3
2019/12/26 07:01:14 11.72  42051  31386 31.8611 27.33  26.94   2.826   1.951  7.85   -67.6   2.3   0.5    21.7   92.1   8.43    12.5
2019/12/26 07:07:13 11.76  42473  31736 31.5096 27.61  27.24   2.843   1.962  7.85   -67.7   2.2   0.5    23.3   92.1   8.40    12.4
2019/12/26 07:13:14 11.94  44331  33276 30.0514 28.82  28.57   2.881   1.987  7.86   -68.3   2.3   0.5    26.3   92.2   8.32    12.3
2019/12/26 07:19:13 12.01  44958  33806 29.5808 29.22  29.02   2.901   2.000  7.87   -68.6   1.5   0.3    26.9   92.4   8.30    12.4
2019/12/26 07:25:14 12.03  45077  33906 29.4931 29.30  29.11   2.942   2.028  7.86   -68.4   2.7   0.6    23.4   92.4   8.29    12.5
2019/12/26 07:31:14 12.01  44974  33817 29.5706 29.23  29.03   2.960   2.040  7.87   -68.6   1.9   0.4    21.7   92.3   8.29    12.5
2019/12/26 07:37:14 11.81  43485  32532 30.7388 28.27  27.96   2.988   2.061  7.86   -68.1   1.5   0.3    16.9   92.4   8.38    12.5
2019/12/26 07:43:14 11.73  42674  31857 31.3903 27.74  27.38   3.036   2.095  7.86   -67.9   2.3   0.5    15.8   92.3   8.42    12.5
2019/12/26 07:49:14 11.71  42466  31683 31.5626 27.60  27.23   3.050   2.105  7.86   -67.7   1.3   0.3    16.3   92.4   8.44    12.4
2019/12/26 07:55:14 11.84  43379  32473 30.7951 28.20  27.89   3.099   2.138  7.86   -68.1   1.5   0.3    19.4   92.2   8.37    12.4
2019/12/26 08:01:14 11.94  44331  33275 30.0522 28.81  28.57   3.097   2.136  7.87   -68.4   2.4   0.5    18.1   92.2   8.32    12.3
2019/12/26 08:07:14 11.97  44528  33443 29.9013 28.94  28.71   3.103   2.139  7.87   -68.4   1.4   0.3    17.7   92.2   8.31    12.5
2019/12/26 08:13:14 12.00  44851  33718 29.6579 29.15  28.94   3.116   2.148  7.87   -68.7   2.0   0.5    20.6   92.4   8.30    12.5
2019/12/26 08:19:14 11.98  44660  33555 29.8021 29.03  28.81   3.127   2.156  7.87   -68.6   1.8   0.4    15.6   92.3   8.30    12.5
2019/12/26 08:25:14 11.95  44409  33339 29.9950 28.87  28.63   3.183   2.194  7.87   -68.4   1.7   0.4    12.8   92.2   8.31    12.4
2019/12/26 08:31:14 11.74  43065  32160 31.0944 27.99  27.66   3.187   2.199  7.86   -68.1   1.6   0.4    13.8   92.5   8.42    12.3
2019/12/26 08:37:14 11.91  44110  33086 30.2243 28.67  28.41   3.189   2.199  7.86   -68.2   1.5   0.3    17.4   92.1   8.32    12.5
2019/12/26 08:43:14 11.95  44457  33378 29.9599 28.90  28.66   3.186   2.197  7.87   -68.4   1.2   0.3    20.0   92.1   8.30    12.4
2019/12/26 08:49:14 11.96  44555  33462 29.8847 28.96  28.73   3.173   2.188  7.87   -68.5   1.2   0.3    17.5   92.0   8.29    12.4
2019/12/26 08:55:14 11.96  44507  33423 29.9196 28.93  28.70   3.170   2.185  7.87   -68.5   1.6   0.4    15.3   92.1   8.30    12.4
2019/12/26 09:01:14 11.97  44706  33584 29.7761 29.06  28.84   3.172   2.187  7.87   -68.6   2.1   0.5    16.2   92.4   8.31    12.5
2019/12/26 09:07:14 11.98  44716  33596 29.7657 29.07  28.85   3.155   2.175  7.87   -68.6   1.4   0.3    14.5   92.2   8.29    12.5
2019/12/26 09:13:14 11.89  44216  33146 30.1700 28.74  28.49   3.147   2.170  7.87   -68.5   1.9   0.4    13.0   92.4   8.34    12.7
2019/12/26 09:19:14 11.96  44662  33542 29.8134 29.03  28.81   3.135   2.161  7.87   -68.6   2.5   0.6    10.8   92.2   8.30    12.5
2019/12/26 09:25:14 11.97  44731  33602 29.7605 29.08  28.86   3.125   2.155  7.87   -68.7   2.0   0.5    10.5   92.3   8.30    12.4
2019/12/26 09:31:13 11.99  44847  33700 29.6734 29.15  28.94   3.108   2.143  7.87   -68.4   1.4   0.3    10.8   92.4   8.30    12.4
2019/12/26 09:37:14 12.01  45040  33863 29.5305 29.28  29.08   3.113   2.145  7.87   -68.8   1.1   0.2    10.6   92.4   8.29    12.3
2019/12/26 09:43:14 12.01  45034  33858 29.5348 29.27  29.07   3.107   2.141  7.87   -68.5   1.7   0.4    10.6   92.3   8.29    12.4
2019/12/26 09:49:14 12.04  45308  34094 29.3309 29.45  29.27   3.074   2.118  7.88   -69.0   0.6   0.1    10.6   92.4   8.28    12.4
2019/12/26 09:55:14 12.07  45556  34302 29.1530 29.61  29.45   3.052   2.103  7.88   -69.0   1.1   0.3    12.2   92.5   8.27    12.5
2019/12/26 10:01:14 12.08  45678  34402 29.0678 29.69  29.54   3.030   2.088  7.88   -69.0   1.6   0.4    10.0   92.6   8.27    12.5
2019/12/26 10:07:14 12.08  45750  34464 29.0159 29.74  29.59   3.010   2.074  7.88   -69.2   2.0   0.5    11.2   92.5   8.27    12.5
2019/12/26 10:13:14 12.10  45906  34597 28.9045 29.84  29.70   2.995   2.063  7.88   -69.2   1.6   0.4    10.5   92.6   8.26    12.4
2019/12/26 10:19:14 12.11  46016  34689 28.8272 29.91  29.78   2.963   2.041  7.88   -69.3   1.5   0.4    10.9   92.6   8.26    12.5
2019/12/26 10:25:14 12.11  45980  34657 28.8540 29.89  29.76   2.924   2.014  7.88   -69.2   0.8   0.2     9.0   92.7   8.27    12.4
2019/12/26 10:31:14 12.13  46117  34776 28.7552 29.98  29.85   2.899   1.997  7.88   -69.0   1.1   0.3     9.0   92.6   8.25    12.3
2019/12/26 10:37:14 12.12  45981  34667 28.8459 29.89  29.76   2.865   1.974  7.88   -69.2   2.1   0.5     8.3   92.6   8.26    12.5
2019/12/26 10:43:14 12.11  45916  34612 28.8915 29.85  29.71   2.845   1.960  7.88   -69.2   1.1   0.3     8.4   92.6   8.26    12.4
2019/12/26 10:49:14 12.12  45989  34672 28.8418 29.89  29.76   2.805   1.932  7.88   -69.2   1.9   0.4     8.6   92.7   8.26    12.4
2019/12/26 10:55:14 12.12  45987  34670 28.8434 29.89  29.76   2.772   1.910  7.88   -69.2   0.9   0.2     8.3   92.7   8.26    12.5
2019/12/26 11:01:14 12.12  46038  34714 28.8069 29.92  29.80   2.742   1.889  7.88   -69.2   0.9   0.2     9.8   92.6   8.25    12.5
2019/12/26 11:07:14 12.13  46103  34769 28.7616 29.97  29.85   2.698   1.858  7.88   -69.1   1.5   0.3     9.4   92.7   8.26    12.4
2019/12/26 11:13:14 12.09  45819  34524 28.9650 29.78  29.64   2.649   1.825  7.87   -68.9   1.1   0.2    11.0   92.5   8.26    12.5
2019/12/26 11:19:15 12.11  45922  34614 28.8898 29.85  29.71   2.633   1.814  7.88   -69.0   1.3   0.3    11.0   92.5   8.25    12.5
2019/12/26 11:25:14 12.09  45839  34536 28.9552 29.80  29.65   2.588   1.783  7.88   -69.0   1.9   0.4    11.3   92.5   8.26    12.4
2019/12/26 11:31:14 12.11  45991  34669 28.8443 29.89  29.76   2.559   1.763  7.88   -69.0   1.5   0.4    12.3   92.5   8.25    12.3
2019/12/26 11:37:14 12.11  45974  34655 28.8556 29.88  29.75   2.532   1.745  7.87   -68.9   1.6   0.4    13.1   92.4   8.24    12.4
2019/12/26 11:43:14 12.07  45664  34391 29.0777 29.68  29.53   2.490   1.716  7.87   -68.7   2.0   0.5    13.1   92.3   8.25    12.5
2019/12/26 11:49:14 12.07  45662  34386 29.0818 29.68  29.53   2.466   1.699  7.87   -68.6   1.9   0.4    11.1   92.5   8.27    12.4
2019/12/26 11:55:14 12.09  45777  34487 28.9962 29.75  29.61   2.439   1.681  7.87   -68.8   0.9   0.2    11.9   92.4   8.25    12.5
2019/12/26 12:01:14 12.06  45531  34281 29.1705 29.59  29.43   2.426   1.671  7.87   -68.8   1.4   0.3    11.5   92.3   8.26    12.4
2019/12/26 12:07:14 12.04  45476  34224 29.2196 29.56  29.39   2.395   1.650  7.87   -68.8   1.9   0.4    12.9   92.2   8.25    12.4
2019/12/26 12:13:14 12.03  45393  34146 29.2856 29.51  29.33   2.369   1.632  7.87   -68.7   1.5   0.3    13.6   92.1   8.25    12.4
2019/12/26 12:19:14 12.06  45528  34276 29.1746 29.59  29.43   2.333   1.608  7.87   -68.7   1.5   0.3    13.5   92.1   8.24    12.5
2019/12/26 12:25:14 11.91  44671  33505 29.8464 29.04  28.81   2.314   1.595  7.86   -68.3   2.3   0.5    16.1   92.2   8.30    12.5
2019/12/26 12:31:13 11.69  43183  32206 31.0501 28.07  27.74   2.310   1.594  7.85   -67.7   2.3   0.5    20.6   91.9   8.38    12.4
2019/12/26 12:37:13 11.66  42862  31942 31.3064 27.86  27.51   2.285   1.577  7.85   -67.6   2.3   0.5    20.6   91.9   8.39    12.4
2019/12/26 12:43:13 11.61  42541  31663 31.5825 27.65  27.28   2.288   1.579  7.85   -67.4   1.7   0.4    23.4   92.0   8.42    12.5
2019/12/26 12:49:14 11.64  42677  31784 31.4627 27.74  27.38   2.252   1.554  7.85   -67.6   1.4   0.3    20.2   91.9   8.40    12.4
2019/12/26 12:55:14 11.71  43178  32219 31.0378 28.07  27.74   2.253   1.554  7.85   -67.3   2.5   0.6    21.2   92.0   8.38    12.5
2019/12/26 13:01:13 11.34  40977  30282 33.0227 26.63  26.17   2.237   1.545  7.84   -66.8   1.9   0.4    21.3   91.9   8.52    12.4
2019/12/26 13:07:13 11.16  40099  29496 33.9028 26.06  25.54   2.262   1.563  7.83   -66.3   2.3   0.5    28.6   91.9   8.59    12.5
2019/12/26 13:13:14 11.20  39991  29453 33.9528 25.99  25.47   2.231   1.542  7.83   -66.3   2.1   0.5    21.8   91.9   8.59    12.5
2019/12/26 13:19:14 11.24  40320  29724 33.6427 26.21  25.70   2.267   1.566  7.83   -66.3   1.8   0.4    21.9   92.0   8.57    12.4
2019/12/26 13:25:13 11.37  40965  30303 32.9998 26.63  26.16   2.283   1.577  7.83   -66.5   1.7   0.4    20.5   91.8   8.51    12.3
2019/12/26 13:31:14 11.45  41385  30673 32.6016 26.90  26.46   2.293   1.583  7.84   -66.6   2.3   0.5    22.2   91.7   8.47    12.5
2019/12/26 13:37:14 11.42  41268  30561 32.7219 26.82  26.38   2.286   1.578  7.83   -66.5   2.0   0.5    21.2   91.8   8.49    12.5
2019/12/26 13:43:14 11.41  41033  30380 32.9165 26.67  26.21   2.299   1.588  7.83   -66.5   0.9   0.2    19.2   91.9   8.51    12.4
2019/12/26 13:49:14 11.41  41019  30375 32.9223 26.66  26.20   2.304   1.591  7.83   -66.3   1.8   0.4    20.0   91.7   8.49    12.3
2019/12/26 13:55:13 11.48  41305  30636 32.6416 26.85  26.40   2.326   1.606  7.83   -66.5   2.2   0.5    22.1   91.7   8.47    12.4
2019/12/26 14:01:14 11.39  41000  30339 32.9610 26.65  26.19   2.359   1.629  7.83   -66.4   0.9   0.2    21.1   91.6   8.49    12.5
2019/12/26 14:07:14 11.39  40970  30317 32.9844 26.63  26.16   2.374   1.640  7.83   -66.4   2.1   0.5    21.3   91.6   8.49    12.4
2019/12/26 14:13:14 11.31  40712  30067 33.2586 26.46  25.98   2.394   1.654  7.83   -66.3   1.9   0.4    22.2   91.4   8.49    12.4
2019/12/26 14:19:13 11.30  40665  30026 33.3041 26.43  25.95   2.420   1.672  7.83   -66.3   2.0   0.5    26.9   91.7   8.53    12.4
2019/12/26 14:25:14 11.27  40540  29907 33.4373 26.35  25.86   2.423   1.674  7.83   -66.3   2.1   0.5    18.8   91.6   8.52    12.5
2019/12/26 14:31:14 11.20  40456  29796 33.5617 26.30  25.79   2.444   1.689  7.84   -66.8   1.6   0.4    16.8   91.2   8.50    12.5
2019/12/26 14:37:14 11.23  40558  29895 33.4509 26.36  25.87   2.481   1.714  7.83   -66.4   0.8   0.2    17.5   91.3   8.51    12.4
2019/12/26 14:43:14 11.29  40702  30041 33.2884 26.46  25.97   2.477   1.711  7.83   -66.5   2.0   0.4    18.5   91.4   8.50    12.3
2019/12/26 14:49:14 11.25  40754  30051 33.2765 26.49  26.01   2.528   1.747  7.84   -66.6   1.7   0.4    19.1   91.7   8.53    12.4
2019/12/26 14:55:14 11.25  40796  30081 33.2441 26.52  26.04   2.555   1.765  7.84   -66.7   1.8   0.4    18.1   91.7   8.53    12.5
2019/12/26 15:01:14 11.22  40707  29990 33.3442 26.46  25.97   2.609   1.802  7.84   -66.7   1.8   0.4    16.1   91.7   8.54    12.4
2019/12/26 15:07:14 11.22  40710  29999 33.3350 26.46  25.97   2.635   1.820  7.84   -66.7   1.6   0.4    15.9   91.6   8.53    12.5
2019/12/26 15:13:14 11.24  40744  30039 33.2900 26.48  26.00   2.674   1.847  7.84   -66.7   1.7   0.4    18.0   91.7   8.53    12.3
2019/12/26 15:19:14 11.27  40872  30154 33.1633 26.57  26.09   2.703   1.867  7.84   -66.7   1.6   0.4    17.1   91.8   8.53    12.4
2019/12/26 15:25:14 11.33  41056  30333 32.9669 26.69  26.22   2.749   1.899  7.84   -66.8   1.4   0.3    15.5   91.7   8.51    12.4
2019/12/26 15:31:14 11.40  41371  30625 32.6536 26.89  26.45   2.752   1.901  7.84   -67.0   1.2   0.3    18.3   91.8   8.49    12.5
2019/12/26 15:37:13 11.45  41634  30861 32.4035 27.06  26.63   2.840   1.961  7.85   -67.1   0.3   0.1    14.6   91.9   8.48    12.4
2019/12/26 15:43:14 11.48  41825  31023 32.2342 27.19  26.77   2.914   2.012  7.85   -67.2   0.8   0.2    20.1   91.9   8.47    12.4
2019/12/26 15:49:14 11.46  41755  30957 32.3033 27.14  26.72   2.979   2.057  7.85   -67.3   2.0   0.5    16.2   91.9   8.47    12.5
2019/12/26 15:55:13 11.49  41865  31064 32.1916 27.21  26.80   2.990   2.065  7.85   -67.3   1.0   0.2    14.5   91.9   8.46    12.4
2019/12/26 16:01:14 11.53  42051  31235 32.0155 27.33  26.93   3.035   2.095  7.85   -67.2   1.4   0.3    13.9   91.9   8.45    12.4
2019/12/26 16:07:14 11.50  41858  31065 32.1901 27.21  26.80   3.083   2.128  7.85   -67.4   1.9   0.4    13.7   92.0   8.47    12.5
2019/12/26 16:13:14 11.44  41566  30802 32.4652 27.02  26.59   3.134   2.164  7.85   -67.3   1.7   0.4    13.8   92.1   8.50    12.3
2019/12/26 16:19:14 11.46  41645  30875 32.3887 27.07  26.64   3.193   2.205  7.85   -67.3   1.1   0.2    12.9   91.9   8.48    12.4
2019/12/26 16:25:14 11.44  41643  30859 32.4051 27.07  26.64   3.260   2.251  7.85   -67.3   0.8   0.2    13.4   92.0   8.49    12.5
2019/12/26 16:31:14 11.44  41642  30856 32.4081 27.07  26.64   3.268   2.256  7.85   -67.3   1.9   0.4    13.6   92.1   8.50    12.4
2019/12/26 16:37:14 11.42  41535  30763 32.5064 27.00  26.56   3.308   2.284  7.85   -67.4   1.4   0.3    13.7   92.1   8.51    12.4
2019/12/26 16:43:14 11.45  41901  31058 32.1977 27.24  26.82   3.330   2.299  7.85   -67.5   1.2   0.3    12.6   92.0   8.48    12.4
2019/12/26 16:49:14 11.45  42152  31244 32.0065 27.40  27.00   3.378   2.332  7.85   -67.6   0.8   0.2    11.5   92.0   8.47    12.5
2019/12/26 16:55:14 11.62  43439  32340 30.9216 28.24  27.92   3.434   2.369  7.86   -68.1   1.6   0.4     8.2   92.4   8.42    12.4
2019/12/26 17:01:14 12.00  45764  34398 29.0711 29.75  29.60   3.471   2.391  7.88   -69.2   0.7   0.2    10.3   92.7   8.29    12.4
2019/12/26 17:07:14 12.06  46236  34809 28.7285 30.05  29.94   3.521   2.425  7.88   -69.4   1.3   0.3     9.5   92.5   8.25    12.4
2019/12/26 17:13:14 12.07  46329  34887 28.6642 30.11  30.01   3.537   2.436  7.88   -69.4   0.8   0.2     8.9   92.5   8.25    12.5
2019/12/26 17:19:14 12.00  45816  34440 29.0356 29.78  29.63   3.599   2.480  7.88   -69.3   0.9   0.2     8.3   92.6   8.29    12.4
2019/12/26 17:25:14 11.99  45867  34474 29.0077 29.81  29.67   3.624   2.496  7.88   -69.3   1.3   0.3     8.1   92.7   8.29    12.3
2019/12/26 17:31:14 12.08  46372  34932 28.6273 30.14  30.04   3.665   2.524  7.88   -69.5   1.2   0.3    10.5   92.7   8.26    12.5
2019/12/26 17:37:14 12.04  46087  34675 28.8394 29.96  29.83   3.717   2.561  7.88   -69.4   1.2   0.3     9.5   92.6   8.27    12.5
2019/12/26 17:43:14 12.01  45907  34515 28.9732 29.84  29.70   3.728   2.569  7.88   -69.4   1.4   0.3     9.6   92.7   8.29    12.4
2019/12/26 17:49:14 11.99  45836  34446 29.0307 29.79  29.65   3.776   2.601  7.88   -69.4   1.4   0.3     8.6   92.6   8.29    12.4
2019/12/26 17:55:14 11.97  45700  34330 29.1290 29.70  29.55   3.798   2.617  7.88   -69.5   1.6   0.4     7.2   92.5   8.28    12.5
2019/12/26 18:01:14 11.90  45223  33911 29.4888 29.39  29.20   3.833   2.642  7.88   -69.3   0.6   0.1     7.7   92.5   8.32    12.3
2019/12/26 18:07:14 11.91  45226  33916 29.4846 29.40  29.21   3.874   2.670  7.88   -69.3   1.1   0.3     7.5   92.8   8.34    12.5
2019/12/26 18:13:14 11.92  45305  33984 29.4253 29.45  29.26   3.890   2.681  7.88   -69.3   0.9   0.2     7.0   92.7   8.32    12.3
2019/12/26 18:19:14 11.91  45170  33874 29.5211 29.36  29.17   3.926   2.706  7.88   -69.3   0.9   0.2     6.9   92.5   8.31    12.4
2019/12/26 18:25:14 11.91  45190  33891 29.5067 29.37  29.18   3.946   2.720  7.88   -69.3   0.5   0.1     7.3   92.5   8.32    12.4
2019/12/26 18:31:14 11.94  45383  34060 29.3603 29.50  29.32   3.938   2.713  7.88   -69.3   0.1   0.0     7.9   92.5   8.30    12.4
2019/12/26 18:37:14 12.03  45977  34588 28.9118 29.89  29.75   3.985   2.745  7.89   -69.6   0.9   0.2    10.1   92.6   8.28    12.4
2019/12/26 18:43:14 12.07  46236  34821 28.7181 30.05  29.94   3.983   2.744  7.89   -69.7   1.6   0.4     9.2   92.4   8.24    12.4
2019/12/26 18:49:14 12.12  46547  35095 28.4943 30.26  30.16   4.004   2.757  7.89   -69.8   1.1   0.3     9.7   92.3   8.21    12.4
2019/12/26 18:55:15 12.13  46610  35149 28.4500 30.30  30.21   4.006   2.759  7.89   -69.8   1.6   0.4     9.6   92.3   8.20    12.3
2019/12/26 19:01:15 12.11  46479  35034 28.5436 30.21  30.11   4.028   2.774  7.89   -69.8   1.4   0.3     7.6   92.1   8.19    12.5
2019/12/26 19:07:14 12.11  46476  35030 28.5467 30.21  30.11   4.011   2.763  7.89   -69.9   1.5   0.3    11.5   92.6   8.24    12.4
2019/12/26 19:13:14 12.12  46560  35109 28.4824 30.26  30.17   4.053   2.791  7.89   -69.9   1.4   0.3     8.2   92.5   8.23    12.4
2019/12/26 19:19:14 12.13  46616  35158 28.4429 30.30  30.21   4.032   2.777  7.89   -69.8   1.4   0.3     8.3   92.4   8.21    12.4
2019/12/26 19:25:14 12.13  46635  35174 28.4302 30.31  30.23   4.023   2.770  7.89   -69.9   1.7   0.4     7.4   92.5   8.22    12.5
2019/12/26 19:31:14 12.13  46614  35156 28.4444 30.30  30.21   4.026   2.772  7.89   -70.0   0.7   0.2     6.5   92.4   8.22    12.4
2019/12/26 19:37:14 12.12  46444  35017 28.5579 30.19  30.09   4.008   2.760  7.89   -69.9   1.2   0.3     8.5   92.8   8.26    12.5
2019/12/26 19:43:15 12.12  46476  35044 28.5356 30.21  30.11   4.016   2.766  7.89   -69.9   0.7   0.2     6.4   92.6   8.24    12.5
2019/12/26 19:49:14 12.12  46445  35019 28.5563 30.19  30.09   3.979   2.740  7.89   -69.9   0.1   0.0     4.9   92.5   8.23    12.4
2019/12/26 19:55:14 12.12  46458  35030 28.5467 30.20  30.10   3.980   2.741  7.89   -69.9   0.9   0.2     4.7   92.6   8.23    12.5
2019/12/26 20:01:14 12.15  45522  34348 29.1141 29.59  29.43   3.941   2.716  7.89   -69.9   1.8   0.4     4.6   93.0   8.31    12.4
2019/12/26 20:07:14 12.12  45929  34634 28.8735 29.85  29.72   3.911   2.694  7.89   -69.9   0.9   0.2     4.8   93.2   8.31    12.5
2019/12/26 20:13:14 12.13  46223  34856 28.6891 30.04  29.93   3.882   2.674  7.89   -70.0   0.7   0.2     5.0   93.1   8.29    12.4
2019/12/26 20:19:14 12.13  46489  35063 28.5205 30.22  30.12   3.850   2.651  7.89   -70.0   1.5   0.3     6.1   93.0   8.27    12.4
2019/12/26 20:25:14 12.13  46541  35104 28.4864 30.25  30.16   3.812   2.625  7.89   -70.0   1.0   0.2     5.3   92.8   8.25    12.4
2019/12/26 20:31:14 12.15  46664  35207 28.4034 30.33  30.25   3.756   2.586  7.89   -70.1   0.7   0.2     6.2   92.8   8.25    12.5
