====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/20 20:31:14 12.05  39304  29583 33.8037 25.55  25.02   1.610   1.113  7.82   -65.6   1.1   0.3    13.6   93.0   8.56    12.7
2019/12/20 20:37:13 12.06  39315  29599 33.7848 25.55  25.02   1.600   1.106  7.82   -65.6   1.4   0.3    13.8   93.0   8.55    12.7
2019/12/20 20:43:13 12.07  39338  29620 33.7614 25.57  25.04   1.570   1.085  7.82   -65.7   1.5   0.4    14.5   93.1   8.56    12.6
2019/12/20 20:49:14 12.07  39370  29646 33.7319 25.59  25.06   1.565   1.082  7.81   -65.5   1.8   0.4    12.6   92.8   8.53    12.7
2019/12/20 20:55:13 12.07  39416  29685 33.6870 25.62  25.10   1.560   1.078  7.81   -65.5   1.5   0.3    13.0   92.7   8.52    12.7
2019/12/20 21:01:14 12.08  39432  29703 33.6665 25.63  25.11   1.549   1.071  7.82   -65.6   2.3   0.5    14.9   92.9   8.53    12.7
2019/12/20 21:07:13 12.09  39373  29662 33.7136 25.59  25.07   1.553   1.073  7.82   -65.6   2.0   0.5    12.2   92.8   8.53    12.7
2019/12/20 21:13:14 12.10  39303  29618 33.7631 25.55  25.02   1.549   1.071  7.82   -65.7   2.0   0.5    12.6   93.0   8.55    12.7
2019/12/20 21:19:14 12.10  39333  29645 33.7330 25.57  25.04   1.541   1.066  7.81   -65.4   1.7   0.4    13.7   92.7   8.52    12.7
2019/12/20 21:25:13 12.11  39179  29532 33.8619 25.47  24.93   1.527   1.056  7.81   -65.4   2.0   0.5    13.7   92.8   8.54    12.7
2019/12/20 21:31:14 12.10  39172  29523 33.8714 25.46  24.92   1.528   1.057  7.81   -65.2   1.9   0.4    13.5   92.8   8.53    12.7
2019/12/20 21:37:14 12.11  39217  29559 33.8311 25.49  24.96   1.531   1.058  7.81   -65.2   2.1   0.5    12.6   92.6   8.51    12.7
2019/12/20 21:43:14 12.11  39332  29647 33.7297 25.57  25.04   1.527   1.056  7.81   -65.4   1.4   0.3    13.5   92.8   8.52    12.7
2019/12/20 21:49:14 12.10  39727  29939 33.4013 25.82  25.31   1.564   1.081  7.81   -65.6   2.3   0.5    15.2   92.9   8.52    12.7
2019/12/20 21:55:14 12.15  38327  28918 34.5800 24.91  24.33   1.565   1.082  7.81   -65.2   2.0   0.5    11.7   93.2   8.60    12.7
2019/12/20 22:01:13 12.14  38303  28893 34.6104 24.90  24.32   1.577   1.091  7.81   -65.2   1.9   0.4    12.3   93.2   8.59    12.5
2019/12/20 22:07:14 12.12  38375  28936 34.5596 24.94  24.37   1.594   1.103  7.81   -65.1   2.2   0.5    12.3   93.0   8.57    12.7
2019/12/20 22:13:14 12.13  38397  28956 34.5351 24.96  24.38   1.612   1.115  7.81   -65.3   1.8   0.4    12.2   92.9   8.57    12.7
2019/12/20 22:19:14 12.12  38523  29050 34.4236 25.04  24.47   1.627   1.125  7.81   -65.3   1.8   0.4    12.6   93.0   8.57    12.7
2019/12/20 22:25:14 12.06  38599  29062 34.4092 25.09  24.52   1.655   1.145  7.81   -65.4   2.1   0.5    16.1   93.1   8.59    12.6
2019/12/20 22:31:14 12.07  38654  29104 34.3595 25.12  24.56   1.662   1.150  7.81   -65.1   1.6   0.4    15.8   92.9   8.57    12.7
2019/12/20 22:37:13 12.07  38562  29037 34.4393 25.07  24.50   1.679   1.161  7.81   -65.3   1.8   0.4    15.9   93.0   8.58    12.6
2019/12/20 22:43:14 12.06  38485  28976 34.5118 25.02  24.44   1.676   1.159  7.81   -65.3   1.6   0.4    15.3   93.1   8.60    12.7
2019/12/20 22:49:14 12.07  38443  28947 34.5462 24.99  24.41   1.716   1.187  7.81   -65.1   2.0   0.5    17.2   93.1   8.60    12.6
2019/12/20 22:55:14 12.07  38417  28928 34.5689 24.97  24.39   1.757   1.215  7.81   -65.2   1.8   0.4    14.4   92.9   8.58    12.6
2019/12/20 23:01:14 12.07  38344  28871 34.6367 24.92  24.34   1.782   1.233  7.81   -65.2   1.6   0.4    13.6   92.9   8.58    12.7
2019/12/20 23:07:14 12.06  38185  28744 34.7897 24.82  24.23   1.797   1.243  7.81   -65.2   2.5   0.6    13.9   93.1   8.61    12.7
2019/12/20 23:13:13 12.05  38066  28648 34.9065 24.74  24.15   1.846   1.277  7.81   -65.2   2.0   0.4    13.9   93.3   8.63    12.6
2019/12/20 23:19:14 12.05  38133  28700 34.8430 24.79  24.20   1.851   1.281  7.81   -65.2   1.7   0.4    14.7   93.1   8.61    12.6
2019/12/20 23:25:14 12.05  38031  28625 34.9351 24.72  24.12   1.903   1.316  7.81   -65.2   2.3   0.5    13.3   93.1   8.61    12.6
2019/12/20 23:31:14 12.05  37952  28566 35.0067 24.67  24.07   1.924   1.331  7.81   -65.3   2.1   0.5    13.1   93.1   8.62    12.5
2019/12/20 23:37:13 12.04  37822  28461 35.1359 24.58  23.98   1.980   1.370  7.81   -65.1   1.8   0.4    14.4   93.2   8.63    12.5
2019/12/20 23:43:14 12.04  37742  28399 35.2120 24.53  23.92   2.034   1.408  7.81   -65.1   1.8   0.4    11.5   93.1   8.62    12.4
2019/12/20 23:49:14 12.03  37705  28368 35.2508 24.51  23.90   2.061   1.426  7.81   -65.1   2.0   0.5    11.4   93.0   8.61    12.6
2019/12/20 23:55:14 12.04  37833  28467 35.1280 24.59  23.99   2.077   1.437  7.81   -65.1   2.1   0.5    14.0   93.2   8.63    12.5
2019/12/21 00:01:14 12.04  37766  28415 35.1926 24.55  23.94   2.116   1.464  7.81   -65.2   0.8   0.2    12.3   93.1   8.63    12.5
2019/12/21 00:07:13 12.04  37837  28469 35.1256 24.59  23.99   2.168   1.500  7.81   -65.1   1.8   0.4    11.4   93.0   8.61    12.5
2019/12/21 00:13:14 12.04  37793  28435 35.1679 24.57  23.96   2.209   1.528  7.80   -64.9   1.4   0.3    10.1   92.8   8.60    12.6
2019/12/21 00:19:14 12.04  37974  28577 34.9936 24.68  24.08   2.232   1.544  7.80   -64.8   2.1   0.5    11.8   92.8   8.59    12.5
2019/12/21 00:25:14 12.06  38373  28888 34.6162 24.94  24.36   2.260   1.564  7.81   -65.2   2.1   0.5    12.8   92.9   8.58    12.6
2019/12/21 00:31:13 12.06  38425  28930 34.5660 24.98  24.40   2.303   1.593  7.81   -65.2   1.4   0.3    12.0   92.9   8.58    12.5
2019/12/21 00:37:14 12.07  38517  29001 34.4816 25.04  24.46   2.349   1.625  7.81   -65.1   1.5   0.3    11.1   92.8   8.57    12.6
2019/12/21 00:43:14 12.07  38565  29039 34.4364 25.07  24.50   2.355   1.629  7.81   -65.2   1.6   0.4    10.4   92.6   8.54    12.7
2019/12/21 00:49:14 12.06  38511  28996 34.4880 25.03  24.46   2.402   1.661  7.81   -65.2   2.3   0.5    11.1   92.8   8.57    12.5
2019/12/21 00:55:14 12.06  38594  29058 34.4144 25.09  24.52   2.447   1.692  7.81   -65.3   1.4   0.3    10.8   92.9   8.57    12.5
2019/12/21 01:01:14 12.06  38581  29046 34.4277 25.08  24.51   2.462   1.703  7.81   -65.3   1.8   0.4    10.6   92.9   8.57    12.6
2019/12/21 01:07:14 12.06  38480  28970 34.5188 25.01  24.44   2.494   1.725  7.81   -65.4   2.3   0.5    10.0   93.0   8.58    12.4
2019/12/21 01:13:14 12.06  38594  29058 34.4144 25.09  24.52   2.530   1.750  7.81   -65.3   1.8   0.4    10.1   92.9   8.57    12.6
2019/12/21 01:19:14 12.07  38710  29147 34.3083 25.16  24.60   2.561   1.771  7.81   -65.2   1.5   0.3    10.1   92.9   8.56    12.6
2019/12/21 01:25:14 12.12  39920  30096 33.2273 25.95  25.45   2.588   1.789  7.81   -65.4   1.8   0.4    11.0   92.8   8.50    12.6
2019/12/21 01:31:14 12.17  41245  31137 32.1164 26.81  26.39   2.636   1.821  7.82   -66.0   1.8   0.4     8.7   93.2   8.48    12.6
2019/12/21 01:37:14 12.18  41361  31230 32.0205 26.88  26.47   2.670   1.844  7.83   -66.3   1.2   0.3     8.1   93.1   8.46    12.6
2019/12/21 01:43:14 12.17  41253  31144 32.1089 26.81  26.39   2.689   1.857  7.83   -66.3   1.7   0.4     7.2   93.0   8.46    12.6
2019/12/21 01:49:14 12.18  41317  31198 32.0536 26.86  26.44   2.726   1.882  7.83   -66.3   1.8   0.4     6.8   93.1   8.46    12.7
2019/12/21 01:55:14 12.17  41256  31149 32.1038 26.82  26.39   2.778   1.918  7.83   -66.3   1.6   0.4     6.9   93.4   8.50    12.6
2019/12/21 02:01:14 12.17  41098  31023 32.2337 26.71  26.28   2.780   1.920  7.83   -66.3   2.2   0.5     6.3   93.3   8.50    12.6
2019/12/21 02:07:14 12.18  41460  31311 31.9381 26.95  26.54   2.801   1.934  7.83   -66.3   1.7   0.4     5.8   93.2   8.47    12.6
2019/12/21 02:13:14 12.19  41720  31510 31.7357 27.12  26.72   2.816   1.944  7.83   -66.2   1.4   0.3     7.8   92.5   8.40    12.5
2019/12/21 02:19:13 12.24  42482  32125 31.1284 27.61  27.26   2.820   1.946  7.83   -66.6   1.5   0.4     7.6   93.1   8.41    12.6
2019/12/21 02:25:13 12.25  42760  32348 30.9141 27.79  27.46   2.844   1.962  7.83   -66.7   1.4   0.3     7.5   93.1   8.40    12.5
2019/12/21 02:31:14 12.25  42766  32352 30.9104 27.80  27.47   2.848   1.965  7.84   -66.9   1.8   0.4     6.8   93.2   8.41    12.6
2019/12/21 02:37:14 12.26  43030  32562 30.7111 27.97  27.65   2.868   1.979  7.84   -66.9   0.7   0.2     6.7   93.3   8.41    12.6
2019/12/21 02:43:13 12.25  42868  32433 30.8332 27.86  27.54   2.875   1.984  7.83   -66.7   1.7   0.4     5.4   93.0   8.38    12.6
2019/12/21 02:49:14 12.26  42951  32496 30.7729 27.92  27.60   2.894   1.997  7.84   -67.0   1.1   0.3     7.0   93.3   8.41    12.6
2019/12/21 02:55:14 12.26  43110  32620 30.6559 28.02  27.71   2.894   1.997  7.84   -67.1   1.1   0.3     6.1   93.3   8.40    12.6
2019/12/21 03:01:14 12.26  43068  32587 30.6872 27.99  27.68   2.902   2.003  7.84   -67.1   1.8   0.4     6.1   93.2   8.40    12.4
2019/12/21 03:07:14 12.26  43217  32705 30.5763 28.09  27.79   2.909   2.007  7.84   -67.2   0.7   0.2     5.8   93.1   8.38    12.6
2019/12/21 03:13:13 12.27  43291  32764 30.5216 28.14  27.84   2.909   2.007  7.84   -67.1   1.8   0.4     6.1   93.2   8.38    12.6
2019/12/21 03:19:14 12.27  43422  32868 30.4246 28.22  27.93   2.922   2.016  7.85   -67.3   1.8   0.4     4.7   93.1   8.37    12.6
2019/12/21 03:25:14 12.26  43135  32639 30.6385 28.04  27.73   2.918   2.013  7.84   -67.1   1.7   0.4     5.0   93.0   8.38    12.6
2019/12/21 03:31:14 12.26  43142  32644 30.6339 28.04  27.73   2.933   2.024  7.84   -67.2   1.3   0.3     5.2   93.2   8.39    12.6
2019/12/21 03:37:14 12.27  43305  32772 30.5134 28.15  27.85   2.935   2.025  7.85   -67.3   1.4   0.3     5.3   93.2   8.39    12.6
2019/12/21 03:43:14 12.27  43387  32836 30.4544 28.20  27.91   2.933   2.023  7.85   -67.3   1.6   0.4     5.6   93.3   8.39    12.6
2019/12/21 03:49:14 12.26  43338  32794 30.4934 28.17  27.87   2.900   2.001  7.84   -67.3   2.7   0.6     5.1   93.3   8.39    12.6
2019/12/21 03:55:14 12.28  43750  33123 30.1905 28.44  28.17   2.898   1.999  7.85   -67.4   1.0   0.2     4.7   93.3   8.37    12.6
2019/12/21 04:01:14 12.26  43451  32882 30.4119 28.24  27.95   2.877   1.985  7.85   -67.3   1.6   0.4     4.5   93.1   8.37    12.5
2019/12/21 04:07:14 12.25  43314  32768 30.5180 28.15  27.86   2.883   1.989  7.84   -67.3   0.6   0.1     4.2   93.1   8.37    12.5
2019/12/21 04:13:14 12.26  43332  32785 30.5016 28.17  27.87   2.850   1.967  7.85   -67.3   1.6   0.4     4.2   93.1   8.37    12.6
2019/12/21 04:19:14 12.30  43966  33302 30.0284 28.58  28.32   2.832   1.953  7.85   -67.4   1.4   0.3     4.8   93.0   8.33    12.6
2019/12/21 04:25:14 12.33  44631  33833 29.5569 29.01  28.80   2.792   1.925  7.85   -67.5   1.1   0.3     4.7   93.0   8.30    12.6
2019/12/21 04:31:13 12.32  44425  33662 29.7070 28.88  28.65   2.779   1.916  7.85   -67.6   0.6   0.1     4.7   93.2   8.33    12.5
2019/12/21 04:37:14 12.31  44350  33601 29.7614 28.83  28.60   2.733   1.885  7.85   -67.6   1.7   0.4     4.3   93.3   8.34    12.6
2019/12/21 04:43:13 12.31  44267  33535 29.8195 28.77  28.54   2.722   1.877  7.85   -67.6   1.8   0.4     4.0   93.1   8.34    12.5
2019/12/21 04:49:13 12.29  44048  33356 29.9792 28.63  28.38   2.707   1.867  7.85   -67.4   1.3   0.3     4.5   93.1   8.34    12.6
2019/12/21 04:55:14 12.33  44578  33786 29.5979 28.98  28.76   2.672   1.842  7.84   -67.3   0.8   0.2     4.7   93.0   8.31    12.6
2019/12/21 05:01:14 12.35  45024  34146 29.2864 29.27  29.08   2.647   1.824  7.85   -67.7   1.7   0.4     4.3   92.7   8.26    12.6
2019/12/21 05:07:14 12.34  44857  34009 29.4042 29.16  28.96   2.626   1.810  7.85   -67.6   1.0   0.2     5.0   92.5   8.25    12.6
2019/12/21 05:13:14 12.37  45432  34474 29.0077 29.53  29.37   2.594   1.788  7.85   -67.7   1.3   0.3     4.9   92.7   8.24    12.6
2019/12/21 05:19:14 12.37  45389  34436 29.0398 29.50  29.34   2.555   1.761  7.85   -67.7   1.4   0.3     5.3   92.6   8.23    12.6
2019/12/21 05:25:14 12.38  45627  34627 28.8792 29.66  29.51   2.517   1.734  7.85   -67.8   1.2   0.3     6.4   92.4   8.21    12.5
2019/12/21 05:31:14 12.36  45431  34467 29.0134 29.53  29.37   2.482   1.710  7.85   -67.6   1.6   0.4     5.1   92.6   8.23    12.5
2019/12/21 05:37:14 12.37  45497  34521 28.9675 29.57  29.42   2.432   1.676  7.85   -67.7   1.6   0.4     6.1   92.5   8.22    12.6
2019/12/21 05:43:14 12.37  45482  34512 28.9757 29.56  29.41   2.396   1.651  7.85   -67.7   1.7   0.4     6.0   92.4   8.21    12.5
2019/12/21 05:49:14 12.38  45613  34622 28.8833 29.65  29.50   2.337   1.611  7.85   -67.7   0.7   0.2     5.7   92.4   8.21    12.5
2019/12/21 05:55:14 12.23  43656  33010 30.2941 28.38  28.10   2.273   1.568  7.85   -67.4   1.7   0.4     7.6   92.4   8.30    12.6
2019/12/21 06:01:14 12.23  43451  32850 30.4418 28.24  27.95   2.239   1.544  7.84   -67.3   2.1   0.5     7.3   92.3   8.31    12.6
2019/12/21 06:07:14 12.23  42966  32482 30.7859 27.93  27.61   2.191   1.512  7.84   -67.1   1.4   0.3     7.6   92.4   8.33    12.6
2019/12/21 06:13:14 12.11  41863  31554 31.6915 27.21  26.82   2.134   1.473  7.84   -67.1   1.5   0.3    10.8   92.2   8.38    12.6
2019/12/21 06:19:14 12.20  43029  32512 30.7581 27.97  27.65   2.086   1.440  7.85   -67.3   1.7   0.4     9.1   92.3   8.32    12.5
2019/12/21 06:25:14 12.12  41985  31653 31.5923 27.29  26.91   2.043   1.410  7.84   -66.8   2.4   0.5    11.8   92.4   8.39    12.4
2019/12/21 06:31:14 12.05  41130  30959 32.3003 26.73  26.30   1.991   1.375  7.84   -66.8   1.6   0.4    14.4   92.3   8.42    12.6
2019/12/21 06:37:14 11.96  38884  29198 34.2486 25.27  24.72   1.975   1.366  7.82   -65.9   1.6   0.4    15.2   92.1   8.51    12.5
2019/12/21 06:43:14 11.98  39204  29452 33.9539 25.48  24.94   1.937   1.339  7.82   -65.9   1.2   0.3    14.1   92.2   8.50    12.6
2019/12/21 06:49:14 11.96  38598  28984 34.5013 25.09  24.52   1.911   1.321  7.82   -65.7   2.0   0.5    15.0   92.1   8.52    12.6
2019/12/21 06:55:14 11.97  38698  29067 34.4034 25.15  24.59   1.895   1.311  7.81   -65.4   2.8   0.6    15.0   92.3   8.53    12.5
2019/12/21 07:01:14 11.89  37905  28410 35.1987 24.64  24.03   1.853   1.282  7.81   -65.3   1.9   0.4    13.1   92.1   8.56    12.6
2019/12/21 07:07:14 11.88  38376  28760 34.7708 24.94  24.36   1.801   1.246  7.82   -65.5   1.5   0.3    14.0   92.6   8.59    12.6
2019/12/21 07:13:14 11.73  36918  27558 36.2876 24.00  23.34   1.785   1.236  7.81   -65.2   1.4   0.3    10.0   93.1   8.71    12.5
2019/12/21 07:19:14 11.75  36998  27635 36.1857 24.05  23.40   1.737   1.202  7.81   -65.2   2.3   0.5    11.1   92.9   8.69    12.7
2019/12/21 07:25:14 11.80  37225  27838 35.9216 24.20  23.55   1.712   1.185  7.81   -65.4   2.2   0.5    13.7   92.8   8.66    12.5
2019/12/21 07:31:14 11.74  36730  27429 36.4581 23.87  23.21   1.702   1.178  7.81   -65.2   1.3   0.3    10.5   92.8   8.69    12.6
2019/12/21 07:37:14 11.73  36983  27609 36.2202 24.04  23.38   1.685   1.167  7.81   -65.2   1.7   0.4    10.3   92.8   8.68    12.5
2019/12/21 07:43:14 11.76  36819  27509 36.3520 23.93  23.27   1.635   1.132  7.81   -65.1   2.1   0.5    11.8   92.5   8.66    12.5
2019/12/21 07:49:14 11.77  36793  27497 36.3682 23.92  23.25   1.624   1.124  7.81   -65.0   1.5   0.3    13.3   92.4   8.65    12.5
2019/12/21 07:55:14 11.77  36929  27599 36.2337 24.00  23.35   1.598   1.106  7.81   -65.0   2.0   0.5    13.4   92.5   8.65    12.5
2019/12/21 08:01:14 11.80  37203  27821 35.9443 24.18  23.54   1.585   1.097  7.81   -65.1   1.3   0.3    14.1   92.4   8.63    12.6
2019/12/21 08:07:14 11.82  37312  27922 35.8142 24.25  23.62   1.562   1.081  7.81   -65.1   1.7   0.4    13.7   92.3   8.60    12.6
2019/12/21 08:13:14 11.84  37405  28005 35.7074 24.31  23.68   1.561   1.080  7.81   -65.1   1.9   0.4    11.5   92.2   8.59    12.4
2019/12/21 08:19:14 11.87  37563  28141 35.5358 24.42  23.79   1.550   1.073  7.81   -65.0   2.0   0.5    11.9   92.2   8.58    12.7
2019/12/21 08:25:14 11.86  37546  28124 35.5574 24.40  23.78   1.547   1.071  7.81   -65.1   2.0   0.5    10.9   92.2   8.58    12.6
2019/12/21 08:31:13 11.85  37466  28054 35.6453 24.35  23.72   1.542   1.067  7.81   -65.2   2.3   0.5    10.9   92.3   8.60    12.5
2019/12/21 08:37:14 11.86  37554  28125 35.5549 24.41  23.79   1.535   1.063  7.81   -65.1   1.6   0.4    10.2   92.0   8.57    12.6
2019/12/21 08:43:13 11.86  37524  28106 35.5796 24.39  23.77   1.528   1.058  7.81   -65.0   2.3   0.5    10.4   92.1   8.58    12.5
2019/12/21 08:49:14 11.86  37558  28130 35.5494 24.41  23.79   1.519   1.051  7.81   -65.1   1.5   0.3    11.8   92.2   8.58    12.5
2019/12/21 08:55:13 11.82  37313  27921 35.8148 24.25  23.62   1.536   1.063  7.81   -65.1   1.3   0.3    10.4   92.0   8.58    12.5
2019/12/21 09:01:14 11.81  37181  27813 35.9551 24.17  23.52   1.541   1.066  7.81   -64.9   1.7   0.4    11.1   92.1   8.60    12.5
2019/12/21 09:07:14 11.79  37103  27745 36.0430 24.12  23.47   1.542   1.067  7.80   -64.9   1.8   0.4    11.0   92.0   8.60    12.5
2019/12/21 09:13:14 11.80  37078  27728 36.0652 24.10  23.45   1.564   1.082  7.80   -64.9   1.2   0.3    10.9   91.9   8.59    12.5
2019/12/21 09:19:13 11.81  37249  27868 35.8839 24.21  23.57   1.571   1.087  7.80   -64.9   1.6   0.4    10.0   91.9   8.58    12.5
2019/12/21 09:25:14 11.82  37304  27912 35.8274 24.25  23.61   1.583   1.095  7.81   -65.0   1.4   0.3    10.3   91.9   8.58    12.5
2019/12/21 09:31:14 11.81  37258  27873 35.8769 24.22  23.58   1.601   1.108  7.81   -64.9   0.9   0.2     9.8   91.9   8.57    12.5
2019/12/21 09:37:13 11.78  37134  27759 36.0246 24.14  23.49   1.599   1.107  7.81   -64.9   1.4   0.3     9.9   91.9   8.58    12.5
2019/12/21 09:43:13 11.74  36755  27443 36.4387 23.89  23.23   1.604   1.110  7.81   -64.9   1.8   0.4    10.3   91.9   8.61    12.5
2019/12/21 09:49:14 11.75  36874  27542 36.3082 23.97  23.31   1.628   1.127  7.81   -64.9   1.0   0.2    10.9   91.9   8.60    12.6
2019/12/21 09:55:14 11.76  37020  27661 36.1518 24.06  23.41   1.646   1.140  7.81   -65.0   1.7   0.4     9.7   91.7   8.57    12.5
2019/12/21 10:01:14 11.78  37184  27795 35.9772 24.17  23.53   1.680   1.162  7.81   -65.0   1.1   0.3    10.0   91.6   8.55    12.4
2019/12/21 10:07:14 11.77  37057  27690 36.1136 24.09  23.44   1.697   1.175  7.81   -65.0   2.2   0.5    10.0   91.7   8.57    12.5
2019/12/21 10:13:14 11.74  36829  27500 36.3643 23.94  23.28   1.736   1.202  7.81   -64.9   1.2   0.3     8.7   91.5   8.57    12.5
2019/12/21 10:19:13 11.74  36842  27510 36.3501 23.95  23.29   1.767   1.223  7.81   -64.9   1.6   0.4     9.8   91.6   8.57    12.5
2019/12/21 10:25:14 11.74  36846  27511 36.3488 23.95  23.29   1.797   1.244  7.80   -64.9   1.5   0.4     9.4   91.5   8.57    12.5
2019/12/21 10:31:14 11.72  36724  27406 36.4887 23.87  23.20   1.837   1.271  7.80   -64.8   1.5   0.4     9.7   91.6   8.58    12.5
2019/12/21 10:37:14 11.69  36437  27173 36.8014 23.68  23.00   1.868   1.294  7.80   -64.8   1.2   0.3     9.7   91.6   8.60    12.5
2019/12/21 10:43:13 11.70  36496  27225 36.7308 23.72  23.05   1.919   1.328  7.80   -64.8   1.1   0.3     9.6   91.6   8.60    12.5
2019/12/21 10:49:14 11.71  36571  27285 36.6500 23.77  23.10   1.966   1.361  7.80   -64.8   1.5   0.4     8.0   91.4   8.57    12.5
2019/12/21 10:55:13 11.70  36511  27234 36.7183 23.73  23.05   2.016   1.396  7.80   -64.8   1.8   0.4     7.8   91.3   8.57    12.4
2019/12/21 11:01:14 11.70  36545  27262 36.6808 23.75  23.08   2.057   1.425  7.80   -64.8   0.8   0.2     7.8   91.2   8.56    12.5
2019/12/21 11:07:14 11.64  36130  26908 37.1634 23.48  22.79   2.113   1.463  7.80   -64.6   1.6   0.4     7.5   91.0   8.57    12.6
2019/12/21 11:13:14 11.63  36022  26824 37.2804 23.41  22.71   2.151   1.490  7.80   -64.8   0.9   0.2     9.5   91.5   8.62    12.5
2019/12/21 11:19:14 11.60  35829  26659 37.5105 23.29  22.58   2.184   1.512  7.80   -64.8   1.8   0.4    12.6   91.7   8.65    12.5
2019/12/21 11:25:14 11.63  35995  26804 37.3076 23.40  22.69   2.232   1.546  7.80   -64.6   0.9   0.2     7.6   91.6   8.63    12.5
2019/12/21 11:31:14 11.65  36254  27008 37.0263 23.56  22.87   2.275   1.575  7.80   -64.8   1.7   0.4     8.1   91.6   8.62    12.5
2019/12/21 11:37:14 11.67  36387  27122 36.8710 23.65  22.97   2.305   1.596  7.80   -64.8   1.9   0.4     6.8   91.2   8.57    12.5
2019/12/21 11:43:14 11.70  36648  27336 36.5812 23.82  23.15   2.365   1.637  7.80   -64.8   0.9   0.2     8.5   91.1   8.55    12.3
2019/12/21 11:49:14 11.76  37300  27871 35.8801 24.24  23.61   2.415   1.671  7.81   -65.0   2.0   0.5     8.2   91.3   8.53    12.4
2019/12/21 11:55:14 11.80  37841  28300 35.3353 24.60  23.98   2.447   1.693  7.81   -65.3   1.1   0.2     7.3   91.7   8.53    12.7
2019/12/21 12:01:14 11.79  37766  28239 35.4117 24.55  23.93   2.501   1.731  7.81   -65.2   1.4   0.3     7.1   91.5   8.53    12.5
2019/12/21 12:07:14 11.82  38171  28563 35.0097 24.81  24.21   2.544   1.760  7.81   -65.3   1.0   0.2     6.5   91.4   8.50    12.5
2019/12/21 12:13:14 11.88  38779  29064 34.4063 25.21  24.64   2.589   1.791  7.81   -65.5   1.1   0.2     6.5   91.3   8.45    12.7
2019/12/21 12:19:14 11.86  38859  29110 34.3526 25.26  24.70   2.657   1.838  7.82   -65.6   1.5   0.3     7.9   91.4   8.45    12.5
2019/12/21 12:25:14 11.98  40100  30130 33.1891 26.06  25.57   2.701   1.867  7.82   -66.0   2.2   0.5     7.2   91.4   8.39    12.5
2019/12/21 12:31:14 11.99  40271  30261 33.0461 26.18  25.69   2.739   1.893  7.83   -66.2   1.9   0.4     7.8   91.4   8.38    12.5
2019/12/21 12:37:14 12.07  41165  30996 32.2621 26.76  26.33   2.790   1.927  7.83   -66.2   1.4   0.3     6.9   91.4   8.34    12.5
2019/12/21 12:43:14 12.02  40750  30648 32.6281 26.49  26.03   2.847   1.967  7.83   -66.3   0.8   0.2     5.1   91.5   8.37    12.5
2019/12/21 12:49:14 12.05  41197  31004 32.2540 26.78  26.35   2.875   1.986  7.83   -66.3   1.2   0.3     5.2   90.7   8.28    12.5
2019/12/21 12:55:14 12.08  41719  31420 31.8264 27.12  26.72   2.943   2.032  7.83   -66.4   1.3   0.3     5.3   91.3   8.30    12.5
2019/12/21 13:01:14 12.10  42383  31939 31.3092 27.55  27.19   2.970   2.050  7.84   -66.8   0.8   0.2     5.3   90.7   8.23    12.5
2019/12/21 13:07:14 12.17  43285  32676 30.6037 28.14  27.83   2.996   2.067  7.84   -67.1   1.5   0.4     6.7   91.9   8.29    12.5
2019/12/21 13:13:14 12.18  43616  32937 30.3614 28.35  28.07   3.012   2.078  7.84   -67.0   1.5   0.3     7.7   91.9   8.27    12.5
2019/12/21 13:19:14 12.24  44470  33631 29.7346 28.91  28.68   3.061   2.110  7.85   -67.4   2.3   0.5     7.6   92.3   8.26    12.5
2019/12/21 13:25:14 12.30  45077  34141 29.2906 29.30  29.12   3.097   2.134  7.85   -67.6   1.0   0.2    10.1   92.4   8.24    12.6
2019/12/21 13:31:14 12.33  45446  34444 29.0323 29.54  29.38   3.149   2.170  7.85   -67.8   2.9   0.7    10.2   92.3   8.21    12.5
