============================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
----------------------------------------------------------------------------------------------------------------------------
2019/12/13 14:13:14 12.67  41140  31453 31.7938 26.74  26.33   1.572  7.82   -65.9  -0.3  -0.1    10.6   90.0   8.10    12.4
2019/12/13 14:19:14 12.66  41886  32012 31.2386 27.23  26.86   1.574  7.83   -66.0  -0.2   0.0    11.3   90.4   8.11    12.4
2019/12/13 14:25:14 12.66  42091  32167 31.0878 27.36  27.00   1.576  7.83   -66.0  -1.0  -0.2    12.1   90.0   8.07    12.4
2019/12/13 14:31:14 12.65  42189  32240 31.0171 27.42  27.07   1.579  7.83   -66.0  -0.7  -0.2     9.7   89.8   8.05    12.4
2019/12/13 14:37:14 12.65  42378  32381 30.8824 27.55  27.20   1.583  7.83   -66.0  -0.5  -0.1     9.4   89.4   8.01    12.4
2019/12/13 14:43:14 12.65  42093  32168 31.0868 27.36  27.00   1.585  7.82   -65.8  -0.6  -0.1    11.4   89.3   8.01    12.3
2019/12/13 14:49:14 12.66  41794  31944 31.3049 27.17  26.79   1.588  7.82   -65.9  -0.3  -0.1    14.5   90.3   8.11    12.3
2019/12/13 14:55:14 12.66  41816  31959 31.2901 27.18  26.81   1.591  7.82   -65.9  -0.9  -0.2    10.8   90.4   8.12    12.4
2019/12/13 15:01:14 12.67  41396  31644 31.6015 26.91  26.51   1.594  7.82   -65.7  -1.0  -0.2    12.1   90.1   8.11    12.4
2019/12/13 15:07:14 12.66  41687  31865 31.3826 27.10  26.72   1.595  7.82   -65.8   0.0   0.0    16.1   90.1   8.09    12.4
2019/12/13 15:13:14 12.66  41702  31873 31.3749 27.11  26.73   1.602  7.82   -65.9   0.1   0.0    14.0   90.4   8.13    12.4
2019/12/13 15:19:14 12.66  41677  31853 31.3942 27.09  26.71   1.606  7.82   -65.8  -0.4  -0.1    12.5   90.5   8.13    12.4
2019/12/13 15:25:14 12.66  41805  31951 31.2982 27.17  26.80   1.610  7.82   -66.0   0.0   0.0    11.8   90.6   8.14    12.4
2019/12/13 15:31:14 12.65  42198  32245 31.0124 27.43  27.08   1.614  7.83   -66.1  -0.5  -0.1    12.3   90.4   8.10    12.4
2019/12/13 15:37:14 12.64  42629  32569 30.7037 27.71  27.38   1.617  7.83   -66.2  -0.9  -0.2    11.5   90.5   8.10    12.4
2019/12/13 15:43:14 12.65  42266  32293 30.9665 27.47  27.13   1.622  7.83   -66.2  -0.7  -0.2     9.9   90.6   8.12    12.4
2019/12/13 15:49:14 12.65  42135  32193 31.0623 27.39  27.03   1.626  7.83   -66.2  -0.6  -0.1     9.0   90.5   8.12    12.5
2019/12/13 15:55:15 12.65  41832  31965 31.2839 27.19  26.82   1.630  7.83   -66.1  -0.1   0.0     7.9   90.6   8.13    12.5
2019/12/13 16:01:14 12.65  42208  32252 31.0059 27.44  27.08   1.634  7.83   -66.0  -0.5  -0.1     9.2   90.3   8.10    12.4
2019/12/13 16:07:14 12.65  42210  32253 31.0049 27.44  27.09   1.641  7.83   -66.1  -1.2  -0.3     8.9   90.2   8.09    12.4
2019/12/13 16:13:14 12.65  42312  32328 30.9328 27.50  27.16   1.647  7.83   -66.2  -0.3  -0.1     9.0   90.3   8.09    12.4
2019/12/13 16:19:14 12.64  42393  32388 30.8759 27.56  27.22   1.652  7.83   -66.2  -1.8  -0.4     7.3   90.3   8.09    12.4
2019/12/13 16:25:14 12.65  41880  32000 31.2500 27.22  26.85   1.659  7.83   -66.0  -0.4  -0.1     7.9   90.6   8.14    12.4
2019/12/13 16:31:14 12.65  41760  31910 31.3385 27.14  26.77   1.664  7.83   -66.0  -0.6  -0.1     7.5   90.7   8.15    12.4
2019/12/13 16:37:14 12.64  42201  32241 31.0162 27.43  27.08   1.671  7.83   -66.0   0.0   0.0     8.0   90.6   8.12    12.4
2019/12/13 16:43:14 12.65  42006  32096 31.1568 27.30  26.94   1.677  7.83   -66.0  -0.5  -0.1     8.3   90.5   8.13    12.5
2019/12/13 16:49:14 12.65  42127  32188 31.0670 27.38  27.03   1.685  7.83   -66.0  -0.4  -0.1     7.7   90.3   8.10    12.4
2019/12/13 16:55:14 12.65  42197  32240 31.0171 27.43  27.08   1.693  7.83   -66.2  -1.0  -0.2     7.1   90.7   8.13    12.5
2019/12/13 17:01:14 12.64  42854  32735 30.5480 27.86  27.54   1.700  7.83   -66.3  -0.9  -0.2     6.8   90.6   8.11    12.4
2019/12/13 17:07:14 12.64  42762  32666 30.6129 27.80  27.48   1.706  7.83   -66.3  -0.6  -0.1     6.1   90.5   8.10    12.4
2019/12/13 17:13:14 12.64  42858  32736 30.5471 27.86  27.55   1.714  7.83   -66.5  -1.1  -0.3     6.2   90.9   8.13    12.4
2019/12/13 17:19:14 12.64  43135  32948 30.3506 28.04  27.74   1.722  7.84   -66.6  -0.2  -0.1     5.5   90.8   8.11    12.5
2019/12/13 17:25:14 12.64  42881  32755 30.5298 27.87  27.56   1.728  7.83   -66.5   0.0   0.0     5.3   90.6   8.10    12.4
2019/12/13 17:31:14 12.64  42899  32769 30.5171 27.88  27.57   1.736  7.83   -66.3  -1.2  -0.3     5.5   90.6   8.10    12.4
2019/12/13 17:37:15 12.63  44668  34111 29.3158 29.03  28.84   1.744  7.85   -67.5  -0.8  -0.2     8.4   91.2   8.09    12.5
2019/12/13 17:43:14 12.62  46038  35151 28.4484 29.92  29.82   1.751  7.86   -67.9  -1.0  -0.2     7.2   91.5   8.07    12.4
2019/12/13 17:49:14 12.62  46334  35376 28.2678 30.12  30.03   1.758  7.87   -68.2  -0.5  -0.1     6.8   91.6   8.07    12.3
2019/12/13 17:55:14 12.62  46417  35439 28.2171 30.17  30.09   1.767  7.86   -68.2  -0.5  -0.1     6.8   91.3   8.04    12.5
2019/12/13 18:01:14 12.62  46524  35522 28.1512 30.24  30.17   1.776  7.87   -68.3  -0.4  -0.1     8.6   91.2   8.02    12.4
2019/12/13 18:07:14 12.62  46374  35408 28.2420 30.14  30.06   1.783  7.87   -68.4  -0.3  -0.1     7.6   91.8   8.08    12.4
2019/12/13 18:13:14 12.62  46009  35132 28.4642 29.91  29.80   1.793  7.87   -68.3   0.1   0.0     7.1   91.4   8.07    12.4
2019/12/13 18:19:14 12.63  45537  34776 28.7552 29.60  29.46   1.802  7.86   -68.0  -0.5  -0.1     5.7   91.1   8.05    12.4
2019/12/13 18:25:14 12.63  45384  34661 28.8508 29.50  29.35   1.811  7.86   -67.9  -0.7  -0.2     5.9   91.1   8.05    12.5
2019/12/13 18:31:14 12.63  45847  35011 28.5627 29.80  29.68   1.820  7.86   -68.2  -0.6  -0.1     7.3   91.5   8.07    12.4
2019/12/13 18:37:15 12.63  45994  35123 28.4713 29.90  29.79   1.828  7.87   -68.4  -1.3  -0.3     7.2   91.2   8.04    12.5
2019/12/13 18:43:15 12.62  46381  35416 28.2358 30.15  30.06   1.836  7.87   -68.4  -0.8  -0.2     9.0   91.8   8.09    12.5
2019/12/13 18:49:14 12.62  46466  35481 28.1837 30.20  30.13   1.845  7.87   -68.4  -0.3  -0.1    10.2   91.2   8.02    12.3
2019/12/13 18:55:14 12.63  46430  35456 28.2039 30.18  30.10   1.855  7.88   -69.0  -0.4  -0.1    13.4   92.0   8.10    12.4
2019/12/13 19:01:15 12.63  46781  35730 27.9873 30.41  30.35   1.864  7.88   -68.9   0.0   0.0    17.4   91.9   8.07    12.5
2019/12/13 19:07:14 12.64  46811  35756 27.9674 30.43  30.38   1.872  7.88   -69.0   0.6   0.1    17.3   92.3   8.10    12.4
2019/12/13 19:13:14 12.64  46860  35794 27.9377 30.46  30.41   1.882  7.88   -68.9  -0.8  -0.2    13.6   91.4   8.03    12.4
2019/12/13 19:19:14 12.64  46466  35499 28.1698 30.20  30.13   1.891  7.88   -68.8  -0.6  -0.1    12.2   92.2   8.11    12.4
2019/12/13 19:25:14 12.64  45864  35039 28.5396 29.81  29.69   1.901  7.87   -68.4  -0.8  -0.2     8.3   91.6   8.08    12.4
2019/12/13 19:31:14 12.64  45751  34950 28.6121 29.74  29.61   1.909  7.87   -68.2   0.1   0.0     8.2   91.2   8.05    12.4
2019/12/13 19:37:14 12.64  45730  34934 28.6257 29.72  29.60   1.919  7.87   -68.2  -0.4  -0.1     6.7   92.0   8.12    12.4
2019/12/13 19:43:14 12.65  45715  34930 28.6289 29.71  29.59   1.926  7.86   -68.1  -1.1  -0.2     5.9   91.3   8.06    12.4
2019/12/13 19:49:14 12.65  45846  35035 28.5428 29.80  29.68   1.934  7.87   -68.3  -0.6  -0.1     5.7   91.4   8.06    12.5
2019/12/13 19:55:14 12.65  45969  35125 28.4697 29.88  29.77   1.942  7.87   -68.3  -0.8  -0.2     6.0   90.9   8.01    12.4
2019/12/13 20:01:14 12.65  46105  35226 28.3885 29.97  29.87   1.949  7.87   -68.3  -0.4  -0.1     6.1   91.2   8.03    12.4
2019/12/13 20:07:14 12.65  46154  35263 28.3586 30.00  29.90   1.956  7.87   -68.5  -0.8  -0.2     5.9   91.9   8.10    12.3
2019/12/13 20:13:14 12.64  46250  35335 28.3006 30.06  29.97   1.963  7.87   -68.5  -1.2  -0.3     6.0   91.4   8.05    12.3
2019/12/13 20:19:14 12.64  46417  35460 28.2008 30.17  30.09   1.969  7.87   -68.7   0.3   0.1     8.2   91.9   8.09    12.5
2019/12/13 20:25:14 12.64  46570  35579 28.1064 30.27  30.20   1.975  7.88   -68.8   0.2   0.0     8.1   92.0   8.09    12.4
2019/12/13 20:31:14 12.65  46905  35837 27.9042 30.49  30.44   1.980  7.88   -69.0  -0.8  -0.2    10.8   92.3   8.10    12.4
2019/12/13 20:37:14 12.65  46974  35893 27.8609 30.53  30.49   1.985  7.88   -69.2  -0.8  -0.2     9.8   92.3   8.10    12.4
2019/12/13 20:43:14 12.65  47021  35931 27.8314 30.56  30.53   1.989  7.88   -69.2  -0.5  -0.1     8.2   92.3   8.10    12.4
2019/12/13 20:49:14 12.65  47100  35994 27.7823 30.62  30.58   1.993  7.89   -69.4  -0.1   0.0     9.5   92.5   8.11    12.4
2019/12/13 20:55:14 12.65  47100  35994 27.7823 30.62  30.58   1.997  7.88   -69.3  -0.4  -0.1     8.1   92.5   8.12    12.4
2019/12/13 21:01:14 12.65  47092  35988 27.7868 30.61  30.58   2.000  7.89   -69.4  -0.7  -0.2     7.3   92.4   8.11    12.4
2019/12/13 21:07:14 12.66  47121  36011 27.7695 30.63  30.60   2.004  7.88   -69.3  -0.9  -0.2     6.5   92.1   8.08    12.5
2019/12/13 21:13:14 12.66  47134  36021 27.7620 30.64  30.61   2.006  7.89   -69.4  -0.8  -0.2     7.2   92.2   8.08    12.5
2019/12/13 21:19:14 12.66  47034  35944 27.8208 30.57  30.54   2.008  7.89   -69.3  -1.0  -0.2     8.9   92.5   8.11    12.5
2019/12/13 21:25:14 12.66  47072  35974 27.7981 30.60  30.56   2.010  7.88   -69.3  -1.2  -0.3     5.6   92.1   8.07    12.4
2019/12/13 21:31:14 12.65  46961  35887 27.8655 30.52  30.48   2.011  7.88   -69.1  -1.0  -0.2     6.8   91.7   8.05    12.4
2019/12/13 21:37:14 12.65  46943  35871 27.8776 30.51  30.47   2.012  7.88   -69.2   0.2   0.0     7.6   91.8   8.06    12.4
2019/12/13 21:43:14 12.65  46921  35856 27.8890 30.50  30.46   2.012  7.88   -69.1  -0.7  -0.2    10.0   92.0   8.08    12.4
2019/12/13 21:49:14 12.66  46882  35829 27.9103 30.47  30.43   2.011  7.88   -69.1  -0.5  -0.1    20.2   92.0   8.07    12.4
2019/12/13 21:55:14 12.66  46903  35850 27.8943 30.49  30.44   2.010  7.88   -69.2   0.1   0.0    14.6   92.0   8.07    12.4
2019/12/13 22:01:14 12.66  46926  35867 27.8806 30.50  30.46   2.010  7.88   -69.1  -1.2  -0.3    11.4   91.6   8.04    12.4
2019/12/13 22:07:14 12.66  46934  35873 27.8761 30.51  30.46   2.006  7.88   -69.2  -0.2   0.0    12.2   91.9   8.07    12.4
2019/12/13 22:13:14 12.66  46851  35808 27.9270 30.45  30.40   2.004  7.88   -69.0  -0.2  -0.1    13.1   91.8   8.06    12.4
2019/12/13 22:19:14 12.65  46763  35736 27.9827 30.40  30.34   2.003  7.88   -68.9  -0.5  -0.1    14.3   91.8   8.06    12.4
2019/12/13 22:25:14 12.65  46717  35698 28.0126 30.37  30.31   2.000  7.88   -68.9  -0.5  -0.1    21.4   91.8   8.07    12.4
2019/12/13 22:31:14 12.65  46705  35688 28.0202 30.36  30.30   1.997  7.88   -68.8  -0.7  -0.2    23.4   91.7   8.06    12.5
2019/12/13 22:37:14 12.65  46691  35679 28.0279 30.35  30.29   1.992  7.88   -68.8   0.5   0.1    28.5   91.9   8.08    12.5
2019/12/13 22:43:14 12.68  46185  35314 28.3170 30.02  29.93   1.988  7.87   -68.5  -0.5  -0.1    23.9   91.6   8.07    12.3
2019/12/13 22:49:14 12.68  45959  35144 28.4547 29.87  29.76   1.983  7.87   -68.4   0.4   0.1    28.3   91.5   8.07    12.5
2019/12/13 22:55:14 12.72  44963  34413 29.0587 29.23  29.05   1.978  7.86   -68.1   0.5   0.1    39.8   91.8   8.12    12.4
2019/12/13 23:01:14 12.72  44820  34308 29.1480 29.13  28.95   1.972  7.86   -68.1   0.0   0.0    27.2   91.7   8.11    12.4
2019/12/13 23:07:14 12.73  44352  33957 29.4490 28.83  28.61   1.969  7.86   -67.8  -0.3  -0.1    30.6   91.6   8.12    12.4
2019/12/13 23:13:14 12.76  43744  33515 29.8377 28.43  28.18   1.962  7.85   -67.6   0.4   0.1    26.2   91.6   8.14    12.3
2019/12/13 23:19:14 12.82  42602  32690 30.5900 27.69  27.37   1.955  7.85   -67.3   0.7   0.2    36.9   91.8   8.19    12.4
2019/12/13 23:25:14 12.80  42620  32688 30.5918 27.70  27.38   1.947  7.85   -67.3   0.9   0.2    42.6   92.0   8.21    12.4
2019/12/13 23:31:14 12.83  41807  32088 31.1644 27.17  26.81   1.938  7.84   -67.0   1.8   0.4    49.3   92.2   8.25    12.3
2019/12/13 23:37:14 12.85  40638  31205 32.0466 26.41  25.98   1.928  7.83   -66.5   1.0   0.2    27.1   92.6   8.33    12.5
2019/12/13 23:43:14 12.81  41134  31558 31.6876 26.74  26.33   1.922  7.84   -66.6   0.8   0.2    21.4   92.5   8.30    12.5
2019/12/13 23:49:14 12.82  41290  31685 31.5606 26.84  26.44   1.912  7.84   -66.5   0.6   0.1    28.1   92.4   8.29    12.5
2019/12/13 23:55:14 12.82  41612  31933 31.3155 27.05  26.67   1.892  7.84   -66.7   0.6   0.1    19.0   92.4   8.27    12.4
2019/12/14 00:01:14 12.82  41817  32086 31.1663 27.18  26.81   1.864  7.84   -66.6   0.2   0.0    21.4   92.1   8.25    12.5
2019/12/14 00:07:14 12.81  41956  32186 31.0698 27.27  26.91   1.838  7.84   -66.6  -0.6  -0.1    23.6   91.7   8.21    12.4
2019/12/14 00:13:14 12.79  41973  32188 31.0680 27.28  26.92   1.810  7.83   -66.5   0.3   0.1    22.5   91.7   8.20    12.3
2019/12/14 00:19:14 12.79  42092  32278 30.9805 27.36  27.01   1.780  7.84   -66.6   0.2   0.1    19.8   91.5   8.18    12.4
2019/12/14 00:25:14 12.79  42107  32291 30.9684 27.37  27.02   1.755  7.83   -66.5   0.3   0.1    20.1   91.6   8.19    12.4
2019/12/14 00:31:14 12.79  42098  32283 30.9759 27.36  27.01   1.727  7.83   -66.4   0.3   0.1    19.9   91.4   8.18    12.5
2019/12/14 00:37:14 12.79  41957  32171 31.0840 27.27  26.91   1.696  7.83   -66.3  -0.5  -0.1    17.4   91.3   8.17    12.5
2019/12/14 00:43:14 12.79  41878  32108 31.1445 27.22  26.85   1.668  7.83   -66.3   0.0   0.0    16.6   91.3   8.18    12.4
2019/12/14 00:49:14 12.78  41690  31963 31.2858 27.10  26.72   1.638  7.83   -66.1  -0.4  -0.1    18.1   91.5   8.19    12.4
2019/12/14 00:55:14 12.78  41424  31758 31.4878 26.93  26.53   1.611  7.83   -66.1   0.3   0.1    17.0   91.3   8.19    12.4
2019/12/14 01:01:14 12.78  41489  31805 31.4414 26.97  26.58   1.578  7.83   -66.0  -0.7  -0.1    18.1   91.1   8.17    12.4
2019/12/14 01:07:14 12.78  41294  31659 31.5869 26.84  26.44   1.553  7.83   -66.0   0.2   0.0    19.0   91.2   8.19    12.4
2019/12/14 01:13:14 12.78  40747  31240 32.0105 26.49  26.05   1.522  7.82   -65.8  -0.1   0.0    18.3   91.5   8.23    12.3
2019/12/14 01:19:14 12.78  40770  31256 31.9935 26.50  26.07   1.494  7.82   -65.7   0.1   0.0    19.4   91.4   8.22    12.4
2019/12/14 01:25:14 12.79  40679  31191 32.0606 26.44  26.01   1.467  7.82   -65.6   0.4   0.1    19.8   91.4   8.23    12.4
2019/12/14 01:31:14 12.79  40679  31192 32.0591 26.44  26.01   1.440  7.82   -65.5   0.2   0.0    21.6   91.3   8.22    12.5
2019/12/14 01:37:14 12.79  40706  31215 32.0355 26.46  26.03   1.415  7.82   -65.7   0.0   0.0    22.5   91.2   8.21    12.4
2019/12/14 01:43:14 12.79  40775  31265 31.9850 26.50  26.07   1.389  7.82   -65.6   0.8   0.2    30.3   91.1   8.19    12.5
2019/12/14 01:49:14 12.77  41060  31473 31.7736 26.69  26.28   1.369  7.82   -65.6   0.8   0.2    40.2   91.0   8.18    12.4
2019/12/14 01:55:14 12.76  41257  31615 31.6308 26.82  26.41   1.348  7.82   -65.4   2.3   0.5    51.8   90.9   8.17    12.5
2019/12/14 02:01:14 12.74  41618  31873 31.3745 27.05  26.67   1.318  7.82   -65.7   1.8   0.4    71.1   90.9   8.16    12.4
2019/12/14 02:07:14 12.75  41449  31750 31.4956 26.94  26.55   1.265  7.82   -65.6   1.5   0.3    62.1   90.8   8.15    12.4
2019/12/14 02:13:14 12.75  41349  31678 31.5674 26.88  26.48   1.223  7.82   -65.5   1.0   0.2    67.4   90.7   8.15    12.4
2019/12/14 02:19:14 12.75  41479  31771 31.4752 26.96  26.57   1.187  7.82   -65.6   1.6   0.4    70.1   90.7   8.14    12.4
2019/12/14 02:25:14 12.76  41209  31577 31.6685 26.79  26.38   1.158  7.81   -65.4   1.8   0.4    69.0   90.6   8.14    12.4
2019/12/14 02:31:14 12.77  41004  31428 31.8185 26.65  26.24   1.130  7.81   -65.4   1.3   0.3    63.9   90.6   8.15    12.4
2019/12/14 02:37:14 12.79  40721  31222 32.0285 26.47  26.04   1.105  7.81   -65.2   1.8   0.4    54.8   90.7   8.17    12.4
2019/12/14 02:43:14 12.81  40395  30986 32.2723 26.26  25.81   1.085  7.81   -65.2   1.9   0.4    49.0   90.8   8.18    12.5
2019/12/14 02:49:14 12.82  40209  30853 32.4122 26.14  25.68   1.064  7.81   -65.1   1.1   0.3    44.5   90.8   8.19    12.5
2019/12/14 02:55:14 12.80  40055  30724 32.5482 26.04  25.57   1.050  7.81   -65.2   0.9   0.2    33.9   91.3   8.23    12.4
2019/12/14 03:01:14 12.83  39902  30625 32.6525 25.94  25.46   1.035  7.81   -64.9   1.8   0.4    32.8   91.1   8.22    12.4
2019/12/14 03:07:14 12.78  39798  30509 32.7769 25.87  25.39   1.025  7.81   -65.2   0.9   0.2    30.8   91.3   8.25    12.3
2019/12/14 03:13:14 12.83  39648  30429 32.8632 25.77  25.28   1.014  7.81   -65.0   0.7   0.2    23.4   91.4   8.25    12.4
2019/12/14 03:19:14 12.84  39632  30429 32.8637 25.76  25.27   1.005  7.80   -64.8   0.9   0.2    26.7   91.0   8.22    12.4
2019/12/14 03:25:14 12.84  39516  30338 32.9615 25.69  25.19   0.997  7.80   -64.8   0.5   0.1    23.4   91.2   8.24    12.6
2019/12/14 03:31:14 12.83  39446  30273 33.0328 25.64  25.14   0.992  7.80   -64.8   0.9   0.2    25.0   91.4   8.26    12.4
2019/12/14 03:37:14 12.81  39318  30167 33.1488 25.56  25.05   0.990  7.80   -64.9   0.9   0.2    23.5   91.4   8.27    12.4
2019/12/14 03:43:14 12.71  38431  29411 34.0007 24.98  24.42   0.992  7.81   -65.1   1.1   0.3    33.2   91.6   8.34    12.4
2019/12/14 03:49:14 12.74  38647  29598 33.7859 25.12  24.58   0.990  7.81   -64.8   0.4   0.1    29.4   91.6   8.33    12.4
2019/12/14 03:55:14 12.72  37956  29051 34.4219 24.67  24.09   0.992  7.81   -65.0   0.2   0.1    28.0   91.8   8.37    12.4
2019/12/14 04:01:15 12.70  37576  28750 34.7826 24.42  23.83   0.992  7.81   -65.0   0.0   0.0    28.5   91.7   8.39    12.5
2019/12/14 04:07:14 12.71  37833  28951 34.5415 24.59  24.00   0.993  7.81   -64.9   0.2   0.1    31.0   91.6   8.36    12.4
2019/12/14 04:13:14 12.70  37700  28842 34.6713 24.51  23.91   0.995  7.81   -64.9   1.0   0.2    28.3   91.7   8.38    12.4
2019/12/14 04:19:14 12.70  37633  28790 34.7342 24.46  23.86   0.998  7.80   -64.8   0.7   0.2    28.6   91.6   8.37    12.4
2019/12/14 04:25:14 12.70  37224  28476 35.1178 24.20  23.58   1.002  7.80   -64.8   0.7   0.2    26.0   91.8   8.40    12.4
2019/12/14 04:31:14 12.69  36941  28256 35.3903 24.01  23.38   1.005  7.81   -65.1   1.0   0.2    25.8   91.9   8.43    12.5
2019/12/14 04:37:14 12.69  36870  28200 35.4607 23.97  23.33   1.013  7.80   -64.8   0.4   0.1    24.7   91.7   8.41    12.5
2019/12/14 04:43:14 12.69  36883  28208 35.4509 23.97  23.34   1.017  7.80   -64.7   0.8   0.2    25.6   91.9   8.43    12.4
2019/12/14 04:49:14 12.69  37068  28351 35.2726 24.09  23.47   1.024  7.80   -64.6   0.5   0.1    27.7   91.6   8.40    12.4
2019/12/14 04:55:14 12.68  36919  28232 35.4209 24.00  23.37   1.031  7.80   -64.6  -0.3  -0.1    26.4   91.8   8.42    12.4
2019/12/14 05:01:14 12.68  36869  28194 35.4687 23.97  23.33   1.040  7.80   -64.6   1.1   0.3    24.9   91.7   8.41    12.4
2019/12/14 05:07:14 12.68  36876  28200 35.4607 23.97  23.34   1.046  7.80   -64.5   0.0   0.0    23.9   91.4   8.38    12.4
2019/12/14 05:13:14 12.68  36813  28149 35.5247 23.93  23.29   1.052  7.80   -64.6   0.0   0.0    22.2   91.6   8.41    12.4
2019/12/14 05:19:15 12.68  36926  28238 35.4129 24.00  23.37   1.060  7.80   -64.5   0.4   0.1    23.0   91.5   8.39    12.5
2019/12/14 05:25:14 12.68  36968  28269 35.3744 24.03  23.40   1.069  7.80   -64.5   0.5   0.1    23.9   91.1   8.35    12.4
2019/12/14 05:31:14 12.68  37032  28318 35.3128 24.07  23.45   1.076  7.80   -64.5   0.3   0.1    22.8   91.0   8.34    12.4
2019/12/14 05:37:14 12.68  37048  28331 35.2976 24.08  23.46   1.084  7.80   -64.4   0.8   0.2    20.3   90.6   8.30    12.5
2019/12/14 05:43:14 12.68  37080  28357 35.2641 24.10  23.48   1.093  7.80   -64.5   1.2   0.3    21.8   91.3   8.36    12.5
2019/12/14 05:49:14 12.69  37223  28471 35.1238 24.19  23.58   1.101  7.80   -64.5   0.6   0.1    20.3   90.8   8.31    12.3
2019/12/14 05:55:14 12.68  37158  28417 35.1902 24.15  23.53   1.108  7.80   -64.5   0.5   0.1    20.6   91.3   8.36    12.5
2019/12/14 06:01:14 12.68  37202  28450 35.1491 24.18  23.56   1.116  7.80   -64.5  -0.2  -0.1    19.3   91.1   8.34    12.5
2019/12/14 06:07:14 12.68  37235  28475 35.1190 24.20  23.59   1.126  7.80   -64.5  -0.5  -0.1    17.6   91.3   8.36    12.4
2019/12/14 06:13:14 12.68  37281  28508 35.0775 24.23  23.62   1.134  7.80   -64.5   0.1   0.0    16.6   90.9   8.32    12.5
2019/12/14 06:19:14 12.68  37319  28540 35.0391 24.26  23.65   1.142  7.80   -64.5   0.4   0.1    17.0   90.5   8.28    12.4
2019/12/14 06:25:14 12.68  37378  28583 34.9852 24.30  23.69   1.152  7.80   -64.4   0.6   0.1    16.9   90.4   8.28    12.5
2019/12/14 06:31:14 12.68  37361  28568 35.0038 24.28  23.67   1.159  7.80   -64.3  -0.4  -0.1    13.7   90.4   8.28    12.4
2019/12/14 06:37:14 12.68  37363  28570 35.0014 24.29  23.68   1.166  7.79   -64.3   0.2   0.0    12.6   90.0   8.24    12.4
2019/12/14 06:43:14 12.68  37519  28692 34.8525 24.39  23.78   1.175  7.80   -64.4   0.1   0.0    12.9   90.3   8.26    12.4
2019/12/14 06:49:14 12.68  37441  28630 34.9279 24.34  23.73   1.184  7.80   -64.3  -0.4  -0.1    13.6   90.2   8.25    12.4
2019/12/14 06:55:14 12.68  37512  28687 34.8596 24.38  23.78   1.193  7.79   -64.3   0.1   0.0    13.3   90.0   8.23    12.4
2019/12/14 07:01:14 12.69  38046  29102 34.3618 24.73  24.15   1.201  7.79   -64.2   0.1   0.0    18.6   89.5   8.17    12.3
2019/12/14 07:07:14 12.69  41685  31886 31.3615 27.10  26.71   1.205  7.82   -65.4   0.6   0.1    27.9   89.3   8.02    12.4
2019/12/14 07:13:14 12.68  39617  30297 33.0067 25.75  25.25   1.214  7.81   -65.2  -0.4  -0.1    19.4   90.1   8.16    12.5
2019/12/14 07:19:14 12.68  38369  29339 34.0845 24.94  24.38   1.223  7.80   -64.8  -0.3  -0.1    14.8   90.0   8.20    12.5
2019/12/14 07:25:14 12.68  39037  29854 33.4958 25.37  24.85   1.229  7.80   -64.8  -0.4  -0.1    16.1   89.6   8.14    12.4
2019/12/14 07:31:14 12.69  39760  30412 32.8816 25.84  25.36   1.235  7.81   -64.9  -0.5  -0.1    14.3   89.2   8.08    12.4
2019/12/14 07:37:14 12.69  41336  31618 31.6274 26.87  26.47   1.242  7.81   -65.3   0.1   0.0    18.9   88.3   7.94    12.5
2019/12/14 07:43:14 12.69  41647  31854 31.3927 27.07  26.69   1.248  7.82   -65.5   0.6   0.1    14.3   88.6   7.96    12.4
2019/12/14 07:49:14 12.69  41835  31996 31.2538 27.19  26.82   1.256  7.82   -65.7  -0.3  -0.1    12.4   90.0   8.08    12.4
2019/12/14 07:55:14 12.68  41805  31971 31.2786 27.17  26.80   1.264  7.82   -65.6  -0.8  -0.2    10.2   89.8   8.06    12.4
2019/12/14 08:01:14 12.68  42047  32155 31.0991 27.33  26.97   1.272  7.82   -65.7  -0.1   0.0    11.7   89.2   8.00    12.4
2019/12/14 08:07:14 12.68  42293  32340 30.9216 27.49  27.15   1.279  7.82   -65.8  -1.5  -0.3    12.0   89.4   8.01    12.4
2019/12/14 08:13:14 12.68  42672  32630 30.6468 27.74  27.42   1.285  7.83   -66.0   0.0   0.0    12.8   89.3   7.99    12.4
2019/12/14 08:19:14 12.68  43074  32935 30.3632 28.00  27.70   1.293  7.83   -66.2  -0.1   0.0    13.1   89.6   8.00    12.4
2019/12/14 08:25:14 12.68  43509  33270 30.0575 28.28  28.01   1.298  7.83   -66.3   0.3   0.1    15.3   89.2   7.95    12.4
2019/12/14 08:31:14 12.67  44155  33761 29.6202 28.70  28.47   1.306  7.84   -66.7  -0.1   0.0    17.0   89.9   7.99    12.5
2019/12/14 08:37:14 12.67  44284  33859 29.5339 28.78  28.56   1.314  7.84   -66.6  -0.5  -0.1    16.3   89.7   7.96    12.4
2019/12/14 08:43:14 12.67  44468  33999 29.4126 28.90  28.69   1.321  7.84   -66.8  -0.1   0.0    15.3   89.6   7.95    12.3
